Parsing alignment rod_subt2_mt3cp ... ... 
Length alignment: 3662
Number of taxa: 691
Taxon: abeomelomys_sevia | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: hylomyscus_kaimosae | Num gaps: 3284 | Missing taxon?: N | % Missing data: 89.6777717094484
Taxon: hylomyscus_pamfi | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: hylomyscus_parvus | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: hylomyscus_simus | Num gaps: 3285 | Missing taxon?: N | % Missing data: 89.7050791916985
Taxon: hylomyscus_stella | Num gaps: 3288 | Missing taxon?: N | % Missing data: 89.7870016384489
Taxon: hylomyscus_walterverheyeni | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: hyomys_goliath | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: irenomys_tarsalis | Num gaps: 3285 | Missing taxon?: N | % Missing data: 89.7050791916985
Taxon: juliomys_pictipes | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: juscelinomys_huanchacae | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: kunsia_tomentosus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: lamottemys_okuensis | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: leggadina_forresti | Num gaps: 3435 | Missing taxon?: N | % Missing data: 93.801201529219
Taxon: leggadina_lakedownensis | Num gaps: 62 | Missing taxon?: N | % Missing data: 1.69306389950847
Taxon: lemniscomys_barbarus | Num gaps: 3435 | Missing taxon?: N | % Missing data: 93.801201529219
Taxon: lemniscomys_bellieri | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: lemniscomys_macculus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: lemniscomys_rosalia | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: lemniscomys_striatus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: lemniscomys_zebra | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: lenoxus_apicalis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: leopoldamys_edwardsi | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.61114145275806
Taxon: leopoldamys_milleti | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: leopoldamys_neilli | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: leopoldamys_revertens | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: leopoldamys_sabanus | Num gaps: 3054 | Missing taxon?: N | % Missing data: 83.397050791917
Taxon: leporillus_conditor | Num gaps: 3063 | Missing taxon?: N | % Missing data: 83.6428181321682
Taxon: leptomys_elegans | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: limnomys_bryophilus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: limnomys_sibuanus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: lophiomys_imhausi | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: lorentzimys_nouhuysi | Num gaps: 3435 | Missing taxon?: N | % Missing data: 93.801201529219
Taxon: lundomys_molitor | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: macruromys_major | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: malacomys_edwardsi | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: malacomys_longipes | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: mallomys_rothschildi | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: mammelomys_lanosus | Num gaps: 3056 | Missing taxon?: N | % Missing data: 83.4516657564173
Taxon: margaretamys_elegans | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: mastacomys_fuscus | Num gaps: 3440 | Missing taxon?: N | % Missing data: 93.9377389404697
Taxon: mastomys_awashensis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mastomys_coucha | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mastomys_erythroleucus | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: mastomys_hildebrandtii | Num gaps: 3077 | Missing taxon?: N | % Missing data: 84.0251228836701
Taxon: mastomys_huberti | Num gaps: 3284 | Missing taxon?: N | % Missing data: 89.6777717094484
Taxon: mastomys_kollmannspergeri | Num gaps: 3291 | Missing taxon?: N | % Missing data: 89.8689240851993
Taxon: mastomys_natalensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: mastomys_pernanus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: mastomys_verheyeni | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: maxomys_bartelsii | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: maxomys_dollmani | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: maxomys_hellwaldii | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: maxomys_hylomyoides | Num gaps: 3304 | Missing taxon?: N | % Missing data: 90.2239213544511
Taxon: maxomys_moi | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: maxomys_musschenbroekii | Num gaps: 3310 | Missing taxon?: N | % Missing data: 90.3877662479519
Taxon: maxomys_ochraceiventer | Num gaps: 3379 | Missing taxon?: N | % Missing data: 92.2719825232114
Taxon: maxomys_pagensis | Num gaps: 3356 | Missing taxon?: N | % Missing data: 91.6439104314582
Taxon: maxomys_panglima | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: maxomys_rajah | Num gaps: 3341 | Missing taxon?: N | % Missing data: 91.2342981977062
Taxon: maxomys_surifer | Num gaps: 3054 | Missing taxon?: N | % Missing data: 83.397050791917
Taxon: maxomys_tajuddinii | Num gaps: 3310 | Missing taxon?: N | % Missing data: 90.3877662479519
Taxon: maxomys_whiteheadi | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: melanomys_caliginosus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: melanomys_chrysomelas | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: melanomys_columbianus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: melanomys_idoneus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: melasmothrix_naso | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: melomys_cervinipes | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: melomys_rufescens | Num gaps: 3065 | Missing taxon?: N | % Missing data: 83.6974330966685
Taxon: meriones_chengi | Num gaps: 3076 | Missing taxon?: N | % Missing data: 83.99781540142
Taxon: meriones_crassus | Num gaps: 3285 | Missing taxon?: N | % Missing data: 89.7050791916985
Taxon: meriones_libycus | Num gaps: 67 | Missing taxon?: N | % Missing data: 1.82960131075915
Taxon: meriones_libycus_erythrourus | Num gaps: 3067 | Missing taxon?: N | % Missing data: 83.7520480611688
Taxon: meriones_meridianus | Num gaps: 63 | Missing taxon?: N | % Missing data: 1.7203713817586
Taxon: meriones_penicilliger | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: meriones_rex | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: meriones_shawi | Num gaps: 3112 | Missing taxon?: N | % Missing data: 84.9808847624249
Taxon: meriones_tamariscinus~ | Num gaps: 3054 | Missing taxon?: N | % Missing data: 83.397050791917
Taxon: meriones_tristrami | Num gaps: 3285 | Missing taxon?: N | % Missing data: 89.7050791916985
Taxon: meriones_unguiculatus | Num gaps: 66 | Missing taxon?: N | % Missing data: 1.80229382850901
Taxon: mesembriomys_gouldii | Num gaps: 3435 | Missing taxon?: N | % Missing data: 93.801201529219
Taxon: micaelamys_namaquensis | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: micromys_minutus | Num gaps: 63 | Missing taxon?: N | % Missing data: 1.7203713817586
Taxon: microryzomys_minutus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: millardia_kathleenae | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: millardia_meltada | Num gaps: 3290 | Missing taxon?: N | % Missing data: 89.8416166029492
Taxon: mus_imberbis | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: mus_baoulei | Num gaps: 3288 | Missing taxon?: N | % Missing data: 89.7870016384489
Taxon: mus_booduga | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mus_bufo | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mus_caroli | Num gaps: 58 | Missing taxon?: N | % Missing data: 1.58383397050792
Taxon: mus_cervicolor | Num gaps: 57 | Missing taxon?: N | % Missing data: 1.55652648825778
Taxon: mus_cookii | Num gaps: 57 | Missing taxon?: N | % Missing data: 1.55652648825778
Taxon: mus_crociduroides | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mus_famulus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mus_fragilicauda | Num gaps: 60 | Missing taxon?: N | % Missing data: 1.63844893500819
Taxon: mus_haussa | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mus_indutus | Num gaps: 3285 | Missing taxon?: N | % Missing data: 89.7050791916985
Taxon: mus_macedonicus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: mus_mahomet | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mus_mattheyi | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mus_minutoides | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mus_musculoides | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mus_musculus | Num gaps: 60 | Missing taxon?: N | % Missing data: 1.63844893500819
Taxon: mus_musculus_bactrianus | Num gaps: 3354 | Missing taxon?: N | % Missing data: 91.5892954669579
Taxon: mus_musculus_castaneus | Num gaps: 60 | Missing taxon?: N | % Missing data: 1.63844893500819
Taxon: mus_musculus_domesticus | Num gaps: 60 | Missing taxon?: N | % Missing data: 1.63844893500819
Taxon: mus_musculus_helgolandicus | Num gaps: 324 | Missing taxon?: N | % Missing data: 8.84762424904424
Taxon: mus_musculus_homourus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mus_musculus_molossinus | Num gaps: 60 | Missing taxon?: N | % Missing data: 1.63844893500819
Taxon: mus_neavei | Num gaps: 3289 | Missing taxon?: N | % Missing data: 89.8143091206991
Taxon: mus_pahari | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mus_platythrix | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mus_saxicola | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: mus_setulosus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: mus_sorella | Num gaps: 3385 | Missing taxon?: N | % Missing data: 92.4358274167122
Taxon: mus_spicilegus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: mus_spretus | Num gaps: 60 | Missing taxon?: N | % Missing data: 1.63844893500819
Taxon: mus_tenellus | Num gaps: 3382 | Missing taxon?: N | % Missing data: 92.3539049699618
Taxon: mus_terricolor | Num gaps: 57 | Missing taxon?: N | % Missing data: 1.55652648825778
Taxon: mus_triton | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: mylomys_dybowskii | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: myomyscus_brockmani | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: myomyscus_verreauxii | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: myotomys_sloggetti | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: myotomys_unisulcatus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: mystromys_albicaudatus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: neacomys_dubosti | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: neacomys_guianae | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: neacomys_minutus~ | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: neacomys_musseri | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: neacomys_paracou | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: neacomys_spinosus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: necromys_lactens | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: nectomys_apicalis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: nectomys_squamipes | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: neotomys_ebriosus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: nephelomys_albigularis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: nephelomys_keaysi | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: nephelomys_levipes | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: nesokia_indica~ | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: nesoryzomys_fernandinae | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: nesoryzomys_narboroughi | Num gaps: 3319 | Missing taxon?: N | % Missing data: 90.6335335882032
Taxon: nesoryzomys_swarthi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: neusticomys_monticolus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: niviventer_andersoni | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: niviventer_bukit | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: niviventer_confucianus | Num gaps: 60 | Missing taxon?: N | % Missing data: 1.63844893500819
Taxon: niviventer_coninga | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: niviventer_cremoriventer | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: niviventer_culturatus | Num gaps: 3054 | Missing taxon?: N | % Missing data: 83.397050791917
Taxon: niviventer_eha | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: niviventer_excelsior | Num gaps: 58 | Missing taxon?: N | % Missing data: 1.58383397050792
Taxon: niviventer_fulvescens | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.61114145275806
Taxon: niviventer_hinpoon | Num gaps: 3390 | Missing taxon?: N | % Missing data: 92.5723648279629
Taxon: niviventer_huang | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: niviventer_niviventer | Num gaps: 3284 | Missing taxon?: N | % Missing data: 89.6777717094484
Taxon: niviventer_rapit | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: niviventer_tenaster | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: nivivneter_brahma | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: notiomys_edwardsii | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: notomys | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: oecomys_auyantepui | Num gaps: 3349 | Missing taxon?: N | % Missing data: 91.4527580557073
Taxon: oecomys_bicolor | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: oecomys_catherinae | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oecomys_concolor | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oecomys_mamorae | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oecomys_roberti | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: oecomys_rutilus | Num gaps: 3349 | Missing taxon?: N | % Missing data: 91.4527580557073
Taxon: oecomys_superans | Num gaps: 3285 | Missing taxon?: N | % Missing data: 89.7050791916985
Taxon: oecomys_trinitatis | Num gaps: 3290 | Missing taxon?: N | % Missing data: 89.8416166029492
Taxon: oenomys_hypoxanthus | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: oligoryzomys_andinus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oligoryzomys_chacoensis | Num gaps: 2962 | Missing taxon?: N | % Missing data: 80.8847624249044
Taxon: oligoryzomys_destructor | Num gaps: 2963 | Missing taxon?: N | % Missing data: 80.9120699071546
Taxon: oligoryzomys_eliurus | Num gaps: 3018 | Missing taxon?: N | % Missing data: 82.4139814309121
Taxon: oligoryzomys_flavescens | Num gaps: 2951 | Missing taxon?: N | % Missing data: 80.5843801201529
Taxon: oligoryzomys_fornesi | Num gaps: 2952 | Missing taxon?: N | % Missing data: 80.6116876024031
Taxon: oligoryzomys_fulvescens | Num gaps: 2962 | Missing taxon?: N | % Missing data: 80.8847624249044
Taxon: oligoryzomys_longicaudatus | Num gaps: 2962 | Missing taxon?: N | % Missing data: 80.8847624249044
Taxon: oligoryzomys_longicaudatus_pampanus | Num gaps: 3358 | Missing taxon?: N | % Missing data: 91.6985253959585
Taxon: oligoryzomys_magellanicus | Num gaps: 3358 | Missing taxon?: N | % Missing data: 91.6985253959585
Taxon: oligoryzomys_microtis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oligoryzomys_moojeni | Num gaps: 3401 | Missing taxon?: N | % Missing data: 92.8727471327144
Taxon: oligoryzomys_nigripes | Num gaps: 2950 | Missing taxon?: N | % Missing data: 80.5570726379028
Taxon: oligoryzomys_rupestris | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: oligoryzomys_stramineus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: oligoryzomys_utiaritensis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: oligoryzomys_vegetus | Num gaps: 3018 | Missing taxon?: N | % Missing data: 82.4139814309121
Taxon: oreoryzomys_balneator | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oryzomys_couesi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oryzomys_couesi_azuerensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oryzomys_mexicanus~ | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oryzomys_palustris | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oryzomys_palustris_argentatus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oryzomys_palustris_coloratus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oryzomys_palustris_planirostris | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oryzomys_palustris_sanibeli | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oryzomys_texensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: otomys_anchietae | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_angoniensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: otomys_barbouri | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: otomys_dartmouthi | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: otomys_denti | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: otomys_denti_kempi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: otomys_denti_sungae | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: otomys_irroratus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: otomys_jacksoni | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: otomys_lacustris | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: otomys_laminatus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: otomys_maximus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: otomys_occidentalis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: otomys_orestes | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: otomys_zinki | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: otomys_saundersiae_karoensis | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: otomys_simiensis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: otomys_tropicalis~ | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: otomys_tropicalis_elgonis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: otomys_tropicalis_faradjius | Num gaps: 3300 | Missing taxon?: N | % Missing data: 90.1146914254506
Taxon: otomys_typus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: otomys_typus_fortior | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: oxymycterus_amazonicus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: oxymycterus_dasytrichus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: oxymycterus_delator | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: oxymycterus_hiska | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: brucepattersonius_iheringi | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: oxymycterus_judex | Num gaps: 3285 | Missing taxon?: N | % Missing data: 89.7050791916985
Taxon: oxymycterus_nasutus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: oxymycterus_paramensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: oxymycterus_quaestor | Num gaps: 3295 | Missing taxon?: N | % Missing data: 89.9781540141999
Taxon: oxymycterus_rufus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: pachyuromys_duprasi | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: parahydromys_asper | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: paramelomys_levipes | Num gaps: 3076 | Missing taxon?: N | % Missing data: 83.99781540142
Taxon: parotomys_brantsii~ | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: parotomys_littledalei~ | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: paruromys_dominator | Num gaps: 3065 | Missing taxon?: N | % Missing data: 83.6974330966685
Taxon: paucidentomys_vermidax | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: pearsonomys_annectens | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: pelomys_campanae | Num gaps: 3290 | Missing taxon?: N | % Missing data: 89.8416166029492
Taxon: pelomys_fallax | Num gaps: 3290 | Missing taxon?: N | % Missing data: 89.8416166029492
Taxon: petromyscus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: phaenomys_ferrugineus | Num gaps: 3289 | Missing taxon?: N | % Missing data: 89.8143091206991
Taxon: phloeomys_cumingi | Num gaps: 3285 | Missing taxon?: N | % Missing data: 89.7050791916985
Taxon: phyllotis_alisosiensis | Num gaps: 3312 | Missing taxon?: N | % Missing data: 90.4423812124522
Taxon: phyllotis_amicus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: phyllotis_andium | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: phyllotis_bonariensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: phyllotis_darwini | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: phyllotis_gerbillus | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: phyllotis_limatus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: phyllotis_magister | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: phyllotis_osilae | Num gaps: 3344 | Missing taxon?: N | % Missing data: 91.3162206444566
Taxon: tapecomys_wolffsohni | Num gaps: 3357 | Missing taxon?: N | % Missing data: 91.6712179137084
Taxon: phyllotis_xanthopygus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: phyllotis_xanthopygus_chilensis | Num gaps: 3290 | Missing taxon?: N | % Missing data: 89.8416166029492
Taxon: phyllotis_xanthopygus_posticalis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: phyllotis_xanthopygus_rupestris | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: phyllotis_xanthopygus_vaccarum | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: pogonomys_loriae | Num gaps: 3435 | Missing taxon?: N | % Missing data: 93.801201529219
Taxon: pogonomys_macrourus | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: pogonomys_sylvestris | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: praomys_coetzeei | Num gaps: 3290 | Missing taxon?: N | % Missing data: 89.8416166029492
Taxon: praomys_daltoni | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: praomys_degraaffi | Num gaps: 3284 | Missing taxon?: N | % Missing data: 89.6777717094484
Taxon: praomys_delectorum | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: praomys_derooi | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: praomys_hartwigi | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: praomys_jacksoni | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: praomys_lukolelae | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: praomys_minor | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: praomys_misonnei | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: praomys_morio | Num gaps: 3287 | Missing taxon?: N | % Missing data: 89.7596941561988
