Parsing alignment rod_subt2_nt3cp ... ... 
Length alignment: 95950
Number of taxa: 691
Taxon: abeomelomys_sevia | Num gaps: 95194 | Missing taxon?: N | % Missing data: 99.2120896300156
Taxon: hylomyscus_simus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: hylomyscus_stella | Num gaps: 95238 | Missing taxon?: N | % Missing data: 99.2579468473163
Taxon: hylomyscus_walterverheyeni | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: hyomys_goliath | Num gaps: 94463 | Missing taxon?: N | % Missing data: 98.4502344971339
Taxon: irenomys_tarsalis | Num gaps: 93806 | Missing taxon?: N | % Missing data: 97.7655028660761
Taxon: juliomys_pictipes | Num gaps: 94601 | Missing taxon?: N | % Missing data: 98.5940594059406
Taxon: juscelinomys_huanchacae | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: kunsia_tomentosus | Num gaps: 95683 | Missing taxon?: N | % Missing data: 99.7217300677436
Taxon: lamottemys_okuensis | Num gaps: 95649 | Missing taxon?: N | % Missing data: 99.686294945284
Taxon: leggadina_forresti | Num gaps: 94541 | Missing taxon?: N | % Missing data: 98.5315268368942
Taxon: leggadina_lakedownensis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: lemniscomys_barbarus | Num gaps: 93902 | Missing taxon?: N | % Missing data: 97.8655549765503
Taxon: lemniscomys_bellieri | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: lemniscomys_macculus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: lemniscomys_rosalia | Num gaps: 95677 | Missing taxon?: N | % Missing data: 99.715476810839
Taxon: lemniscomys_striatus | Num gaps: 95229 | Missing taxon?: N | % Missing data: 99.2485669619594
Taxon: lemniscomys_zebra | Num gaps: 95760 | Missing taxon?: N | % Missing data: 99.8019801980198
Taxon: lenoxus_apicalis | Num gaps: 94535 | Missing taxon?: N | % Missing data: 98.5252735799896
Taxon: leopoldamys_edwardsi | Num gaps: 92660 | Missing taxon?: N | % Missing data: 96.5711307972903
Taxon: leopoldamys_milleti | Num gaps: 95633 | Missing taxon?: N | % Missing data: 99.6696195935383
Taxon: leopoldamys_neilli | Num gaps: 94793 | Missing taxon?: N | % Missing data: 98.794163626889
Taxon: leopoldamys_revertens | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: leopoldamys_sabanus | Num gaps: 91747 | Missing taxon?: N | % Missing data: 95.6195935383012
Taxon: leporillus_conditor | Num gaps: 93971 | Missing taxon?: N | % Missing data: 97.9374674309536
Taxon: leptomys_elegans | Num gaps: 94502 | Missing taxon?: N | % Missing data: 98.4908806670141
Taxon: limnomys_bryophilus | Num gaps: 95271 | Missing taxon?: N | % Missing data: 99.2923397602918
Taxon: limnomys_sibuanus | Num gaps: 95273 | Missing taxon?: N | % Missing data: 99.29442417926
Taxon: lophiomys_imhausi | Num gaps: 95210 | Missing taxon?: N | % Missing data: 99.2287649817613
Taxon: lorentzimys_nouhuysi | Num gaps: 94220 | Missing taxon?: N | % Missing data: 98.1969775924961
Taxon: lundomys_molitor | Num gaps: 95147 | Missing taxon?: N | % Missing data: 99.1631057842626
Taxon: macruromys_major | Num gaps: 94464 | Missing taxon?: N | % Missing data: 98.451276706618
Taxon: malacomys_edwardsi | Num gaps: 95371 | Missing taxon?: N | % Missing data: 99.3965607087025
Taxon: malacomys_longipes | Num gaps: 93602 | Missing taxon?: N | % Missing data: 97.5528921313184
Taxon: mallomys_rothschildi | Num gaps: 94715 | Missing taxon?: N | % Missing data: 98.7128712871287
Taxon: mammelomys_lanosus | Num gaps: 94739 | Missing taxon?: N | % Missing data: 98.7378843147473
Taxon: margaretamys_elegans | Num gaps: 94945 | Missing taxon?: N | % Missing data: 98.9525794684732
Taxon: mastacomys_fuscus | Num gaps: 93815 | Missing taxon?: N | % Missing data: 97.774882751433
Taxon: mastomys_awashensis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: mastomys_coucha | Num gaps: 95422 | Missing taxon?: N | % Missing data: 99.4497133923919
Taxon: mastomys_erythroleucus | Num gaps: 93829 | Missing taxon?: N | % Missing data: 97.7894736842105
Taxon: mastomys_hildebrandtii | Num gaps: 94474 | Missing taxon?: N | % Missing data: 98.4616988014591
Taxon: mastomys_huberti | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: mastomys_kollmannspergeri | Num gaps: 95454 | Missing taxon?: N | % Missing data: 99.4830640958833
Taxon: mastomys_natalensis | Num gaps: 93137 | Missing taxon?: N | % Missing data: 97.068264721209
Taxon: mastomys_pernanus | Num gaps: 95367 | Missing taxon?: N | % Missing data: 99.392391870766
Taxon: mastomys_verheyeni | Num gaps: 95678 | Missing taxon?: N | % Missing data: 99.7165190203231
Taxon: maxomys_bartelsii | Num gaps: 94519 | Missing taxon?: N | % Missing data: 98.5085982282439
Taxon: maxomys_dollmani | Num gaps: 95395 | Missing taxon?: N | % Missing data: 99.421573736321
Taxon: maxomys_hellwaldii | Num gaps: 95055 | Missing taxon?: N | % Missing data: 99.0672225117249
Taxon: maxomys_hylomyoides | Num gaps: 95680 | Missing taxon?: N | % Missing data: 99.7186034392913
Taxon: maxomys_moi | Num gaps: 95146 | Missing taxon?: N | % Missing data: 99.1620635747785
Taxon: maxomys_musschenbroekii | Num gaps: 94857 | Missing taxon?: N | % Missing data: 98.8608650338718
Taxon: maxomys_ochraceiventer | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: maxomys_pagensis | Num gaps: 95701 | Missing taxon?: N | % Missing data: 99.7404898384575
Taxon: maxomys_panglima | Num gaps: 94975 | Missing taxon?: N | % Missing data: 98.9838457529964
Taxon: maxomys_rajah | Num gaps: 95426 | Missing taxon?: N | % Missing data: 99.4538822303283
Taxon: maxomys_surifer | Num gaps: 92784 | Missing taxon?: N | % Missing data: 96.7003647733194
Taxon: maxomys_tajuddinii | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: maxomys_whiteheadi | Num gaps: 94628 | Missing taxon?: N | % Missing data: 98.6221990620115
Taxon: melanomys_caliginosus | Num gaps: 94531 | Missing taxon?: N | % Missing data: 98.5211047420532
Taxon: melanomys_chrysomelas | Num gaps: 95528 | Missing taxon?: N | % Missing data: 99.5601875977071
Taxon: melanomys_columbianus | Num gaps: 95553 | Missing taxon?: N | % Missing data: 99.5862428348098
Taxon: melanomys_idoneus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: melasmothrix_naso | Num gaps: 94752 | Missing taxon?: N | % Missing data: 98.7514330380406
Taxon: melomys_cervinipes | Num gaps: 94888 | Missing taxon?: N | % Missing data: 98.8931735278791
Taxon: melomys_rufescens | Num gaps: 94657 | Missing taxon?: N | % Missing data: 98.6524231370505
Taxon: meriones_chengi | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: meriones_crassus | Num gaps: 95527 | Missing taxon?: N | % Missing data: 99.559145388223
Taxon: meriones_libycus | Num gaps: 95672 | Missing taxon?: N | % Missing data: 99.7102657634184
Taxon: meriones_libycus_erythrourus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: meriones_meridianus | Num gaps: 95338 | Missing taxon?: N | % Missing data: 99.3621677957269
Taxon: meriones_penicilliger | Num gaps: 95706 | Missing taxon?: N | % Missing data: 99.7457008858781
Taxon: meriones_rex | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: meriones_shawi | Num gaps: 94626 | Missing taxon?: N | % Missing data: 98.6201146430433
Taxon: meriones_tamariscinus~ | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: meriones_tristrami | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: meriones_unguiculatus | Num gaps: 90318 | Missing taxon?: N | % Missing data: 94.1302761855133
Taxon: mesembriomys_gouldii | Num gaps: 93920 | Missing taxon?: N | % Missing data: 97.8843147472642
Taxon: micaelamys_namaquensis | Num gaps: 93698 | Missing taxon?: N | % Missing data: 97.6529442417926
Taxon: micromys_minutus | Num gaps: 92875 | Missing taxon?: N | % Missing data: 96.7952058363731
Taxon: microryzomys_minutus | Num gaps: 94858 | Missing taxon?: N | % Missing data: 98.8619072433559
Taxon: millardia_kathleenae | Num gaps: 95008 | Missing taxon?: N | % Missing data: 99.0182386659719
Taxon: millardia_meltada | Num gaps: 95252 | Missing taxon?: N | % Missing data: 99.2725377800938
Taxon: mus_imberbis | Num gaps: 95547 | Missing taxon?: N | % Missing data: 99.5799895779052
Taxon: mus_baoulei | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: mus_booduga | Num gaps: 95164 | Missing taxon?: N | % Missing data: 99.1808233454924
Taxon: mus_bufo | Num gaps: 95551 | Missing taxon?: N | % Missing data: 99.5841584158416
Taxon: mus_caroli | Num gaps: 92676 | Missing taxon?: N | % Missing data: 96.587806149036
Taxon: mus_cervicolor | Num gaps: 93927 | Missing taxon?: N | % Missing data: 97.8916102136529
Taxon: mus_cookii | Num gaps: 92646 | Missing taxon?: N | % Missing data: 96.5565398645128
Taxon: mus_crociduroides | Num gaps: 95226 | Missing taxon?: N | % Missing data: 99.245440333507
Taxon: mus_famulus | Num gaps: 95526 | Missing taxon?: N | % Missing data: 99.5581031787389
Taxon: mus_fragilicauda | Num gaps: 94930 | Missing taxon?: N | % Missing data: 98.9369463262116
Taxon: mus_haussa | Num gaps: 95531 | Missing taxon?: N | % Missing data: 99.5633142261595
Taxon: mus_indutus | Num gaps: 95527 | Missing taxon?: N | % Missing data: 99.559145388223
Taxon: mus_macedonicus | Num gaps: 95152 | Missing taxon?: N | % Missing data: 99.1683168316832
Taxon: mus_mahomet | Num gaps: 95544 | Missing taxon?: N | % Missing data: 99.5768629494528
Taxon: mus_mattheyi | Num gaps: 94935 | Missing taxon?: N | % Missing data: 98.9421573736321
Taxon: mus_minutoides | Num gaps: 95527 | Missing taxon?: N | % Missing data: 99.559145388223
Taxon: mus_musculoides | Num gaps: 95530 | Missing taxon?: N | % Missing data: 99.5622720166754
Taxon: mus_musculus | Num gaps: 2826 | Missing taxon?: N | % Missing data: 2.94528400208442
Taxon: mus_musculus_bactrianus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: mus_musculus_castaneus | Num gaps: 94027 | Missing taxon?: N | % Missing data: 97.9958311620636
Taxon: mus_musculus_domesticus | Num gaps: 93537 | Missing taxon?: N | % Missing data: 97.4851485148515
Taxon: mus_musculus_helgolandicus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: mus_musculus_homourus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: mus_musculus_molossinus | Num gaps: 94126 | Missing taxon?: N | % Missing data: 98.0990099009901
Taxon: mus_neavei | Num gaps: 95549 | Missing taxon?: N | % Missing data: 99.5820739968734
Taxon: mus_pahari | Num gaps: 93207 | Missing taxon?: N | % Missing data: 97.1412193850964
Taxon: mus_platythrix | Num gaps: 95111 | Missing taxon?: N | % Missing data: 99.1255862428348
Taxon: mus_saxicola | Num gaps: 95801 | Missing taxon?: N | % Missing data: 99.8447107868682
Taxon: mus_setulosus | Num gaps: 95526 | Missing taxon?: N | % Missing data: 99.5581031787389
Taxon: mus_sorella | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: mus_spicilegus | Num gaps: 93271 | Missing taxon?: N | % Missing data: 97.2079207920792
Taxon: mus_spretus | Num gaps: 93763 | Missing taxon?: N | % Missing data: 97.7206878582595
Taxon: mus_tenellus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: mus_terricolor | Num gaps: 94471 | Missing taxon?: N | % Missing data: 98.4585721730068
Taxon: mus_triton | Num gaps: 95601 | Missing taxon?: N | % Missing data: 99.6362688900469
Taxon: mylomys_dybowskii | Num gaps: 95649 | Missing taxon?: N | % Missing data: 99.686294945284
Taxon: myomyscus_brockmani | Num gaps: 95647 | Missing taxon?: N | % Missing data: 99.6842105263158
Taxon: myomyscus_verreauxii | Num gaps: 95367 | Missing taxon?: N | % Missing data: 99.392391870766
Taxon: myotomys_sloggetti | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: myotomys_unisulcatus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: mystromys_albicaudatus | Num gaps: 94862 | Missing taxon?: N | % Missing data: 98.8660760812923
Taxon: neacomys_dubosti | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: neacomys_guianae | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: neacomys_minutus~ | Num gaps: 94669 | Missing taxon?: N | % Missing data: 98.6649296508598
Taxon: neacomys_musseri | Num gaps: 95528 | Missing taxon?: N | % Missing data: 99.5601875977071
Taxon: neacomys_paracou | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: neacomys_spinosus | Num gaps: 94224 | Missing taxon?: N | % Missing data: 98.2011464304325
Taxon: necromys_lactens | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: nectomys_apicalis | Num gaps: 94572 | Missing taxon?: N | % Missing data: 98.5638353309015
Taxon: nectomys_squamipes | Num gaps: 93618 | Missing taxon?: N | % Missing data: 97.5695674830641
Taxon: neotomys_ebriosus | Num gaps: 94566 | Missing taxon?: N | % Missing data: 98.5575820739969
Taxon: nephelomys_albigularis | Num gaps: 95528 | Missing taxon?: N | % Missing data: 99.5601875977071
Taxon: nephelomys_keaysi | Num gaps: 94949 | Missing taxon?: N | % Missing data: 98.9567483064096
Taxon: nephelomys_levipes | Num gaps: 95302 | Missing taxon?: N | % Missing data: 99.3246482542991
Taxon: nesokia_indica~ | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: nesoryzomys_fernandinae | Num gaps: 95528 | Missing taxon?: N | % Missing data: 99.5601875977071
Taxon: nesoryzomys_narboroughi | Num gaps: 95534 | Missing taxon?: N | % Missing data: 99.5664408546118
Taxon: nesoryzomys_swarthi | Num gaps: 95531 | Missing taxon?: N | % Missing data: 99.5633142261595
Taxon: neusticomys_monticolus | Num gaps: 95541 | Missing taxon?: N | % Missing data: 99.5737363210005
Taxon: niviventer_andersoni | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: niviventer_bukit | Num gaps: 95146 | Missing taxon?: N | % Missing data: 99.1620635747785
Taxon: niviventer_confucianus | Num gaps: 94877 | Missing taxon?: N | % Missing data: 98.8817092235539
Taxon: niviventer_coninga | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: niviventer_cremoriventer | Num gaps: 93604 | Missing taxon?: N | % Missing data: 97.5549765502866
Taxon: niviventer_culturatus | Num gaps: 94212 | Missing taxon?: N | % Missing data: 98.1886399166232
Taxon: niviventer_eha | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: niviventer_excelsior | Num gaps: 95276 | Missing taxon?: N | % Missing data: 99.2975508077124
Taxon: niviventer_fulvescens | Num gaps: 93272 | Missing taxon?: N | % Missing data: 97.2089630015633
Taxon: niviventer_hinpoon | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: niviventer_huang | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: niviventer_niviventer | Num gaps: 95237 | Missing taxon?: N | % Missing data: 99.2569046378322
Taxon: niviventer_rapit | Num gaps: 95018 | Missing taxon?: N | % Missing data: 99.0286607608129
Taxon: niviventer_tenaster | Num gaps: 95680 | Missing taxon?: N | % Missing data: 99.7186034392913
Taxon: nivivneter_brahma | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: notiomys_edwardsii | Num gaps: 94250 | Missing taxon?: N | % Missing data: 98.2282438770193
Taxon: notomys | Num gaps: 94468 | Missing taxon?: N | % Missing data: 98.4554455445545
Taxon: oecomys_auyantepui | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oecomys_bicolor | Num gaps: 94147 | Missing taxon?: N | % Missing data: 98.1208963001563
Taxon: oecomys_catherinae | Num gaps: 95196 | Missing taxon?: N | % Missing data: 99.2141740489838
Taxon: oecomys_concolor | Num gaps: 94393 | Missing taxon?: N | % Missing data: 98.3772798332465
Taxon: oecomys_mamorae | Num gaps: 95541 | Missing taxon?: N | % Missing data: 99.5737363210005
Taxon: oecomys_roberti | Num gaps: 95485 | Missing taxon?: N | % Missing data: 99.5153725898906
Taxon: oecomys_rutilus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oecomys_superans | Num gaps: 95223 | Missing taxon?: N | % Missing data: 99.2423137050547
Taxon: oecomys_trinitatis | Num gaps: 95540 | Missing taxon?: N | % Missing data: 99.5726941115164
Taxon: oenomys_hypoxanthus | Num gaps: 93388 | Missing taxon?: N | % Missing data: 97.3298593017197
Taxon: oligoryzomys_andinus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oligoryzomys_chacoensis | Num gaps: 95528 | Missing taxon?: N | % Missing data: 99.5601875977071
Taxon: oligoryzomys_destructor | Num gaps: 95159 | Missing taxon?: N | % Missing data: 99.1756122980719
Taxon: oligoryzomys_eliurus | Num gaps: 95528 | Missing taxon?: N | % Missing data: 99.5601875977071
Taxon: oligoryzomys_flavescens | Num gaps: 95130 | Missing taxon?: N | % Missing data: 99.1453882230328
Taxon: oligoryzomys_fornesi | Num gaps: 95529 | Missing taxon?: N | % Missing data: 99.5612298071912
Taxon: oligoryzomys_fulvescens | Num gaps: 94330 | Missing taxon?: N | % Missing data: 98.3116206357478
Taxon: oligoryzomys_longicaudatus | Num gaps: 95528 | Missing taxon?: N | % Missing data: 99.5601875977071
Taxon: oligoryzomys_longicaudatus_pampanus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oligoryzomys_magellanicus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oligoryzomys_microtis | Num gaps: 95089 | Missing taxon?: N | % Missing data: 99.1026576341845
Taxon: oligoryzomys_moojeni | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oligoryzomys_nigripes | Num gaps: 95528 | Missing taxon?: N | % Missing data: 99.5601875977071
Taxon: oligoryzomys_rupestris | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oligoryzomys_stramineus | Num gaps: 95532 | Missing taxon?: N | % Missing data: 99.5643564356436
Taxon: oligoryzomys_utiaritensis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oligoryzomys_vegetus | Num gaps: 95528 | Missing taxon?: N | % Missing data: 99.5601875977071
Taxon: oreoryzomys_balneator | Num gaps: 95528 | Missing taxon?: N | % Missing data: 99.5601875977071
Taxon: oryzomys_couesi | Num gaps: 93799 | Missing taxon?: N | % Missing data: 97.7582073996873
Taxon: oryzomys_couesi_azuerensis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oryzomys_mexicanus~ | Num gaps: 95530 | Missing taxon?: N | % Missing data: 99.5622720166754
Taxon: oryzomys_palustris | Num gaps: 93334 | Missing taxon?: N | % Missing data: 97.2735799895779
Taxon: oryzomys_palustris_argentatus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oryzomys_palustris_coloratus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oryzomys_palustris_planirostris | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oryzomys_palustris_sanibeli | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oryzomys_texensis | Num gaps: 95528 | Missing taxon?: N | % Missing data: 99.5601875977071
Taxon: otomys_anchietae | Num gaps: 95271 | Missing taxon?: N | % Missing data: 99.2923397602918
Taxon: otomys_angoniensis | Num gaps: 94387 | Missing taxon?: N | % Missing data: 98.3710265763418
Taxon: otomys_barbouri | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_dartmouthi | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_denti | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_denti_kempi | Num gaps: 94987 | Missing taxon?: N | % Missing data: 98.9963522668056
Taxon: otomys_denti_sungae | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_irroratus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_jacksoni | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_lacustris | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_laminatus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_maximus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_occidentalis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_orestes | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_zinki | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_saundersiae_karoensis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_simiensis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_tropicalis~ | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_tropicalis_elgonis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_tropicalis_faradjius | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_typus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_typus_fortior | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_amazonicus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_dasytrichus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_delator | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_hiska | Num gaps: 95222 | Missing taxon?: N | % Missing data: 99.2412714955706
Taxon: brucepattersonius_iheringi | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_judex | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_nasutus | Num gaps: 94140 | Missing taxon?: N | % Missing data: 98.1136008337676
Taxon: oxymycterus_paramensis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_quaestor | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_rufus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: pachyuromys_duprasi | Num gaps: 95708 | Missing taxon?: N | % Missing data: 99.7477853048463
Taxon: parahydromys_asper | Num gaps: 93954 | Missing taxon?: N | % Missing data: 97.9197498697238
Taxon: paramelomys_levipes | Num gaps: 94289 | Missing taxon?: N | % Missing data: 98.2688900468994
Taxon: parotomys_brantsii~ | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: parotomys_littledalei~ | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: paruromys_dominator | Num gaps: 94365 | Missing taxon?: N | % Missing data: 98.3480979676915
Taxon: paucidentomys_vermidax | Num gaps: 94721 | Missing taxon?: N | % Missing data: 98.7191245440333
Taxon: pearsonomys_annectens | Num gaps: 95580 | Missing taxon?: N | % Missing data: 99.6143824908807
Taxon: pelomys_campanae | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: pelomys_fallax | Num gaps: 95375 | Missing taxon?: N | % Missing data: 99.4007295466389
Taxon: petromyscus | Num gaps: 94305 | Missing taxon?: N | % Missing data: 98.2855653986451
Taxon: phaenomys_ferrugineus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: phloeomys_cumingi | Num gaps: 95540 | Missing taxon?: N | % Missing data: 99.5726941115164
Taxon: phyllotis_alisosiensis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: phyllotis_amicus | Num gaps: 95508 | Missing taxon?: N | % Missing data: 99.539343408025
Taxon: phyllotis_andium | Num gaps: 95237 | Missing taxon?: N | % Missing data: 99.2569046378322
Taxon: phyllotis_bonariensis | Num gaps: 95510 | Missing taxon?: N | % Missing data: 99.5414278269932
Taxon: phyllotis_darwini | Num gaps: 95204 | Missing taxon?: N | % Missing data: 99.2225117248567
Taxon: phyllotis_gerbillus | Num gaps: 95523 | Missing taxon?: N | % Missing data: 99.5549765502866
Taxon: phyllotis_limatus | Num gaps: 95509 | Missing taxon?: N | % Missing data: 99.5403856175091
Taxon: phyllotis_magister | Num gaps: 95509 | Missing taxon?: N | % Missing data: 99.5403856175091
Taxon: phyllotis_osilae | Num gaps: 95055 | Missing taxon?: N | % Missing data: 99.0672225117249
Taxon: tapecomys_wolffsohni | Num gaps: 95017 | Missing taxon?: N | % Missing data: 99.0276185513288
Taxon: phyllotis_xanthopygus | Num gaps: 95534 | Missing taxon?: N | % Missing data: 99.5664408546118
Taxon: phyllotis_xanthopygus_chilensis | Num gaps: 95505 | Missing taxon?: N | % Missing data: 99.5362167795727
Taxon: phyllotis_xanthopygus_posticalis | Num gaps: 95574 | Missing taxon?: N | % Missing data: 99.608129233976
Taxon: phyllotis_xanthopygus_rupestris | Num gaps: 95509 | Missing taxon?: N | % Missing data: 99.5403856175091
Taxon: phyllotis_xanthopygus_vaccarum | Num gaps: 94995 | Missing taxon?: N | % Missing data: 99.0046899426785
Taxon: pogonomys_loriae | Num gaps: 94650 | Missing taxon?: N | % Missing data: 98.6451276706618
Taxon: pogonomys_macrourus | Num gaps: 94207 | Missing taxon?: N | % Missing data: 98.1834288692027
Taxon: pogonomys_sylvestris | Num gaps: 95397 | Missing taxon?: N | % Missing data: 99.4236581552892
Taxon: praomys_coetzeei | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: praomys_daltoni | Num gaps: 95370 | Missing taxon?: N | % Missing data: 99.3955184992183
Taxon: praomys_degraaffi | Num gaps: 95015 | Missing taxon?: N | % Missing data: 99.0255341323606
Taxon: praomys_delectorum | Num gaps: 95543 | Missing taxon?: N | % Missing data: 99.5758207399687
Taxon: praomys_derooi | Num gaps: 95673 | Missing taxon?: N | % Missing data: 99.7113079729026
Taxon: praomys_hartwigi | Num gaps: 95688 | Missing taxon?: N | % Missing data: 99.7269411151642
Taxon: praomys_jacksoni | Num gaps: 93437 | Missing taxon?: N | % Missing data: 97.3809275664409
Taxon: praomys_lukolelae | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: praomys_minor | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: praomys_misonnei | Num gaps: 94942 | Missing taxon?: N | % Missing data: 98.9494528400208
Taxon: praomys_morio | Num gaps: 95417 | Missing taxon?: N | % Missing data: 99.4445023449713
Taxon: praomys_mutoni | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: praomys_obscurus | Num gaps: 95411 | Missing taxon?: N | % Missing data: 99.4382490880667
Taxon: praomys_petteri | Num gaps: 95706 | Missing taxon?: N | % Missing data: 99.7457008858781
Taxon: praomys_rostratus | Num gaps: 95410 | Missing taxon?: N | % Missing data: 99.4372068785826
Taxon: praomys_taitae | Num gaps: 95645 | Missing taxon?: N | % Missing data: 99.6821261073476
Taxon: praomys_tullbergi | Num gaps: 93731 | Missing taxon?: N | % Missing data: 97.6873371547681
Taxon: praomys_verschureni | Num gaps: 95691 | Missing taxon?: N | % Missing data: 99.7300677436165
Taxon: psammomys_obesus | Num gaps: 95628 | Missing taxon?: N | % Missing data: 99.6644085461178
