Parsing alignment laurasiatheria_therest_mt3cp ... ... 
Length alignment: 3660
Number of taxa: 659
Taxon: acinonyx_jubatus | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: genetta_angolensis | Num gaps: 3285 | Missing taxon?: N | % Missing data: 89.7540983606557
Taxon: genetta_bourloni | Num gaps: 3329 | Missing taxon?: N | % Missing data: 90.9562841530055
Taxon: genetta_cristata | Num gaps: 3356 | Missing taxon?: N | % Missing data: 91.6939890710382
Taxon: genetta_genetta | Num gaps: 2936 | Missing taxon?: N | % Missing data: 80.2185792349727
Taxon: genetta_johnstoni | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: genetta_maculata | Num gaps: 2938 | Missing taxon?: N | % Missing data: 80.2732240437158
Taxon: genetta_pardina | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6994535519126
Taxon: genetta_poensis | Num gaps: 3329 | Missing taxon?: N | % Missing data: 90.9562841530055
Taxon: genetta_servalina | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: genetta_thierryi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: genetta_tigrina | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: genetta_victoriae | Num gaps: 3333 | Missing taxon?: N | % Missing data: 91.0655737704918
Taxon: gulo_gulo | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: halichoerus_grypus | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: helarctos_malayanus | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: helogale_hirtula | Num gaps: 3295 | Missing taxon?: N | % Missing data: 90.0273224043716
Taxon: helogale_parvula | Num gaps: 2939 | Missing taxon?: N | % Missing data: 80.3005464480874
Taxon: hemiechinus_auritus | Num gaps: 62 | Missing taxon?: N | % Missing data: 1.69398907103825
Taxon: hemigalus_derbyanus | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: herpestes_auropunctatus | Num gaps: 3660 | Missing taxon?: Y | % Missing data: 100
Taxon: herpestes_brachyurus | Num gaps: 2943 | Missing taxon?: N | % Missing data: 80.4098360655738
Taxon: herpestes_edwardsii | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: herpestes_fuscus | Num gaps: 2937 | Missing taxon?: N | % Missing data: 80.2459016393443
Taxon: herpestes_ichneumon~ | Num gaps: 2943 | Missing taxon?: N | % Missing data: 80.4098360655738
Taxon: herpestes_javanicus | Num gaps: 62 | Missing taxon?: N | % Missing data: 1.69398907103825
Taxon: herpestes_naso~ | Num gaps: 2945 | Missing taxon?: N | % Missing data: 80.4644808743169
Taxon: herpestes_urva | Num gaps: 2935 | Missing taxon?: N | % Missing data: 80.1912568306011
Taxon: hyaena_hyaena | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: hydrictis_maculicollis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: hydrurga_leptonyx | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: hylomys_megalotis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: hylomys_parvus~ | Num gaps: 3289 | Missing taxon?: N | % Missing data: 89.8633879781421
Taxon: hylomys_suillus | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: hylomys_suillus_microtinus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6994535519126
Taxon: hylomys_suillus_siamensis | Num gaps: 3660 | Missing taxon?: Y | % Missing data: 100
Taxon: ichneumia_albicauda | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: ictonyx_libyca | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: ictonyx_striatus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: leopardus_colocolo | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: leopardus_geoffroyi | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: leopardus_guigna | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: leopardus_jacobita | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: leopardus_pardalis | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: leopardus_tigrinus | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: leopardus_wiedii | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: leptailurus_serval | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: leptonychotes_weddellii | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: liberiictis_kuhni | Num gaps: 2936 | Missing taxon?: N | % Missing data: 80.2185792349727
Taxon: lobodon_carcinophaga | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: lontra_canadensis | Num gaps: 320 | Missing taxon?: N | % Missing data: 8.7431693989071
Taxon: lontra_felina | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: lontra_longicaudis | Num gaps: 2707 | Missing taxon?: N | % Missing data: 73.9617486338798
Taxon: lontra_provocax | Num gaps: 3325 | Missing taxon?: N | % Missing data: 90.8469945355191
Taxon: lutra_lutra | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: lutra_sumatrana | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: lutrogale_perspicillata | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: lycalopex_culpaeus | Num gaps: 3433 | Missing taxon?: N | % Missing data: 93.7978142076503
Taxon: lycalopex_fulvipes | Num gaps: 3660 | Missing taxon?: Y | % Missing data: 100
Taxon: lycalopex_griseus | Num gaps: 3433 | Missing taxon?: N | % Missing data: 93.7978142076503
Taxon: lycalopex_gymnocercus | Num gaps: 3433 | Missing taxon?: N | % Missing data: 93.7978142076503
Taxon: lycalopex_sechurae | Num gaps: 334 | Missing taxon?: N | % Missing data: 9.12568306010929
Taxon: lycalopex_vetulus | Num gaps: 3433 | Missing taxon?: N | % Missing data: 93.7978142076503
Taxon: lycaon_pictus | Num gaps: 60 | Missing taxon?: N | % Missing data: 1.63934426229508
Taxon: lyncodon_patagonicus~ | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: lynx_canadensis | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: lynx_lynx | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: lynx_pardinus | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: lynx_rufus | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: macrogalidia_musschenbroekii | Num gaps: 3312 | Missing taxon?: N | % Missing data: 90.4918032786885
Taxon: manis_javanica | Num gaps: 61 | Missing taxon?: N | % Missing data: 1.66666666666667
Taxon: manis_pentadactyla | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: manis_temminckii | Num gaps: 57 | Missing taxon?: N | % Missing data: 1.55737704918033
Taxon: manis_tetradactyla | Num gaps: 57 | Missing taxon?: N | % Missing data: 1.55737704918033
Taxon: manis_tricuspis | Num gaps: 58 | Missing taxon?: N | % Missing data: 1.58469945355191
Taxon: martes_americana | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: martes_americana_caurina | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: martes_americana_humboldtensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: martes_americana_sierrae | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: martes_flavigula | Num gaps: 57 | Missing taxon?: N | % Missing data: 1.55737704918033
Taxon: martes_foina | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: martes_martes | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: martes_melampus | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: martes_melampus_tsuensis | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: pekania_pennanti~ | Num gaps: 57 | Missing taxon?: N | % Missing data: 1.55737704918033
Taxon: martes_zibellina | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: megasorex_gigas | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: meles_anakuma | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: meles_canescens | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: meles_leucurus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: meles_meles | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: meles_meles_arcalus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: mellivora_capensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: melogale_moschata | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: melogale_moschata_subaurantiaca | Num gaps: 320 | Missing taxon?: N | % Missing data: 8.7431693989071
Taxon: melogale_personata | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: melursus_ursinus | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: mephitis_mephitis | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: mesechinus_dauuricus | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: mesechinus_hughi | Num gaps: 2935 | Missing taxon?: N | % Missing data: 80.1912568306011
Taxon: mirounga_angustirostris | Num gaps: 323 | Missing taxon?: N | % Missing data: 8.82513661202186
Taxon: mirounga_leonina | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: mogera_imaizumii | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: mogera_insularis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: mogera_insularis_latouchei~ | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: mogera_kanoana | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: mogera_robusta | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6994535519126
Taxon: mogera_tokudae | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: mogera_wogura | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: monachus_monachus | Num gaps: 324 | Missing taxon?: N | % Missing data: 8.85245901639344
Taxon: monachus_schauinslandi | Num gaps: 72 | Missing taxon?: N | % Missing data: 1.9672131147541
Taxon: mungos_mungo | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: mungotictis_decemlineata | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: mustela_africana | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: mustela_altaica | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: mustela_erminea | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: mustela_eversmannii | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: mustela_felipei | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: mustela_frenata | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: mustela_itatsi | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: mustela_kathiah | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: mustela_lutreola | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: mustela_nigripes | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: mustela_nivalis | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: mustela_nudipes | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: mustela_putorius | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: mustela_putorius_furo | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: mustela_sibirica | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: mustela_strigidorsa | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: mydaus | Num gaps: 2935 | Missing taxon?: N | % Missing data: 80.1912568306011
Taxon: myosorex_cafer | Num gaps: 3285 | Missing taxon?: N | % Missing data: 89.7540983606557
Taxon: myosorex_geata | Num gaps: 2936 | Missing taxon?: N | % Missing data: 80.2185792349727
Taxon: myosorex_kihaulei | Num gaps: 2936 | Missing taxon?: N | % Missing data: 80.2185792349727
Taxon: myosorex_sclateri | Num gaps: 3284 | Missing taxon?: N | % Missing data: 89.7267759562842
Taxon: myosorex_varius | Num gaps: 3660 | Missing taxon?: Y | % Missing data: 100
Taxon: myosorex_zinki | Num gaps: 2936 | Missing taxon?: N | % Missing data: 80.2185792349727
Taxon: nandinia_binotata | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: nasua_narica | Num gaps: 2420 | Missing taxon?: N | % Missing data: 66.120218579235
Taxon: nasua_nasua | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: nasuella_olivacea | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: nectogale_elegans | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: neofelis_nebulosa | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: neohylomys_hainanensis | Num gaps: 2933 | Missing taxon?: N | % Missing data: 80.1366120218579
Taxon: neomys_anomalus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: neomys_anomalus_milleri | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: neomys_fodiens | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: neomys_teres | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: neophoca_cinerea | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: neotetracus_sinensis | Num gaps: 61 | Missing taxon?: N | % Missing data: 1.66666666666667
Taxon: neovison_vison~ | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: neurotrichus_gibbsii | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: notiosorex_cockrumi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: notiosorex_crawfordi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: nyctereutes_procyonoides | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: nyctereutes_procyonoides_koreensis | Num gaps: 323 | Missing taxon?: N | % Missing data: 8.82513661202186
Taxon: odobenus_rosmarus | Num gaps: 322 | Missing taxon?: N | % Missing data: 8.79781420765027
Taxon: odobenus_rosmarus_divergens | Num gaps: 3342 | Missing taxon?: N | % Missing data: 91.3114754098361
Taxon: odobenus_rosmarus_laptevi | Num gaps: 3342 | Missing taxon?: N | % Missing data: 91.3114754098361
Taxon: ommatophoca_rossii | Num gaps: 323 | Missing taxon?: N | % Missing data: 8.82513661202186
Taxon: osbornictis_piscivora | Num gaps: 3337 | Missing taxon?: N | % Missing data: 91.1748633879781
Taxon: otaria_byronia | Num gaps: 317 | Missing taxon?: N | % Missing data: 8.66120218579235
Taxon: otocolobus_manul | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: otocyon_megalotis | Num gaps: 3433 | Missing taxon?: N | % Missing data: 93.7978142076503
Taxon: paguma_larvata | Num gaps: 2479 | Missing taxon?: N | % Missing data: 67.7322404371585
Taxon: panthera_leo | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: panthera_leo_krugeri | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: panthera_leo_persica | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: panthera_onca | Num gaps: 60 | Missing taxon?: N | % Missing data: 1.63934426229508
Taxon: panthera_pardus | Num gaps: 60 | Missing taxon?: N | % Missing data: 1.63934426229508
Taxon: panthera_pardus_fusca | Num gaps: 3660 | Missing taxon?: Y | % Missing data: 100
Taxon: panthera_pardus_orientalis | Num gaps: 3378 | Missing taxon?: N | % Missing data: 92.2950819672131
Taxon: panthera_pardus_saxicolor~ | Num gaps: 3660 | Missing taxon?: Y | % Missing data: 100
Taxon: panthera_tigris | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: panthera_tigris_altaica | Num gaps: 323 | Missing taxon?: N | % Missing data: 8.82513661202186
Taxon: panthera_tigris_amoyensis | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: panthera_tigris_corbetti | Num gaps: 326 | Missing taxon?: N | % Missing data: 8.90710382513661
Taxon: panthera_tigris_sumatrae | Num gaps: 323 | Missing taxon?: N | % Missing data: 8.82513661202186
Taxon: panthera_uncia | Num gaps: 68 | Missing taxon?: N | % Missing data: 1.85792349726776
Taxon: paracynictis_selousi | Num gaps: 3313 | Missing taxon?: N | % Missing data: 90.5191256830601
Taxon: paradoxurus_hermaphroditus | Num gaps: 1845 | Missing taxon?: N | % Missing data: 50.4098360655738
Taxon: paradoxurus_jerdoni | Num gaps: 2940 | Missing taxon?: N | % Missing data: 80.327868852459
Taxon: paradoxurus_zeylonensis | Num gaps: 3320 | Missing taxon?: N | % Missing data: 90.7103825136612
Taxon: paraechinus_aethiopicus | Num gaps: 2936 | Missing taxon?: N | % Missing data: 80.2185792349727
Taxon: paraechinus_hypomelas | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.672131147541
Taxon: parahyaena_brunnea | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: parascalops_breweri | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: parascaptor_leucura | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: pardofelis_marmorata | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: phoca_fasciata | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: phoca_groenlandica | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: phoca_largha~ | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: phoca_vitulina | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: phoca_vitulina_concolor | Num gaps: 3660 | Missing taxon?: Y | % Missing data: 100
Taxon: phoca_vitulina_richardii | Num gaps: 3433 | Missing taxon?: N | % Missing data: 93.7978142076503
Taxon: phoca_vitulina_stejnegeri | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: phocarctos_hookeri | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: podogymnura_truei | Num gaps: 3314 | Missing taxon?: N | % Missing data: 90.5464480874317
Taxon: poecilogale_albinucha | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: poiana_richardsonii | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: potos_flavus | Num gaps: 2420 | Missing taxon?: N | % Missing data: 66.120218579235
Taxon: prionailurus_bengalensis | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: prionailurus_bengalensis_euptilurus | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: prionailurus_iriomotensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: prionailurus_planiceps | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: prionailurus_rubiginosus | Num gaps: 56 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: prionailurus_viverrinus | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: prionodon_linsang | Num gaps: 3287 | Missing taxon?: N | % Missing data: 89.8087431693989
Taxon: prionodon_pardicolor | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: procyon_cancrivorus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: procyon_lotor | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: profelis_aurata | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: proteles_cristatus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: pteronura_brasiliensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: puma_concolor | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: puma_concolor_couguar | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: puma_yagouaroundi | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: pusa_caspica | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: pusa_hispida | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: pusa_sibirica | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: rhinoceros_sondaicus | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: rhinoceros_sondaicus_annamiticus | Num gaps: 3660 | Missing taxon?: Y | % Missing data: 100
Taxon: rhinoceros_unicornis | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: rhynchogale_melleri | Num gaps: 2961 | Missing taxon?: N | % Missing data: 80.9016393442623
Taxon: salanoia_concolor | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: scalopus_aquaticus | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: scapanulus_oweni | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: scapanus_latimanus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: scapanus_orarius | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: scapanus_townsendii | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: scaptochirus_moschatus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: scaptonyx_fusicaudus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: solenodon_cubanus | Num gaps: 3660 | Missing taxon?: Y | % Missing data: 100
Taxon: solenodon_paradoxus | Num gaps: 3317 | Missing taxon?: N | % Missing data: 90.6284153005465
Taxon: solisorex_pearsoni | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6994535519126
Taxon: sorex_alpinus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_antinorii | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_araneus | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: sorex_arcticus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_arizonae | Num gaps: 3289 | Missing taxon?: N | % Missing data: 89.8633879781421
Taxon: sorex_asper | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_bairdi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_bedfordiae | Num gaps: 2733 | Missing taxon?: N | % Missing data: 74.672131147541
Taxon: sorex_bendirii_bendirii | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_caecutiens | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_camtschatica | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_cinereus | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: sorex_coronatus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_cylindricauda | Num gaps: 74 | Missing taxon?: N | % Missing data: 2.02185792349727
Taxon: sorex_daphaenodon | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_dispar_dispar | Num gaps: 3323 | Missing taxon?: N | % Missing data: 90.792349726776
Taxon: sorex_excelsus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_fumeus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_gaspensis | Num gaps: 3324 | Missing taxon?: N | % Missing data: 90.8196721311475
Taxon: sorex_gracillimus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_granarius | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_haydeni | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_hosonoi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_hoyi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_hydrodromus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_isodon | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_jacksoni | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_longirostris | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_lyelli | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_maritimensis | Num gaps: 3324 | Missing taxon?: N | % Missing data: 90.8196721311475
Taxon: sorex_milleri | Num gaps: 3284 | Missing taxon?: N | % Missing data: 89.7267759562842
Taxon: sorex_minutissimus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_minutus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_mirabilis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_monticolus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_ornatus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_pacificus | Num gaps: 3324 | Missing taxon?: N | % Missing data: 90.8196721311475
Taxon: sorex_palustris | Num gaps: 2934 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: sorex_palustris_brooksi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_palustris_labradorensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_palustris_navigator | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_portenkoi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.6448087431694
