Parsing alignment rod_subt1_nt12cp ... ... 
Length alignment: 423700
Number of taxa: 630
Taxon: acomys_cahirinus | Num gaps: 420004 | Missing taxon?: N | % Missing data: 99.1276846825584
Taxon: microtus_longicaudus | Num gaps: 421956 | Missing taxon?: N | % Missing data: 99.5883880103847
Taxon: microtus_lusitanicus | Num gaps: 423018 | Missing taxon?: N | % Missing data: 99.8390370545197
Taxon: microtus_majori | Num gaps: 423120 | Missing taxon?: N | % Missing data: 99.863110691527
Taxon: microtus_maximowiczii | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_mexicanus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_middendorffii | Num gaps: 423154 | Missing taxon?: N | % Missing data: 99.8711352371961
Taxon: microtus_miurus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_mongolicus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_montanus | Num gaps: 421812 | Missing taxon?: N | % Missing data: 99.5544016993155
Taxon: microtus_montebelli | Num gaps: 422352 | Missing taxon?: N | % Missing data: 99.6818503658249
Taxon: microtus_multiplex | Num gaps: 423182 | Missing taxon?: N | % Missing data: 99.8777436865707
Taxon: microtus_oaxacensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_obscurus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_ochrogaster | Num gaps: 422182 | Missing taxon?: N | % Missing data: 99.6417276374793
Taxon: microtus_oeconomus | Num gaps: 416382 | Missing taxon?: N | % Missing data: 98.2728345527496
Taxon: microtus_oregoni | Num gaps: 423182 | Missing taxon?: N | % Missing data: 99.8777436865707
Taxon: microtus_paradoxus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_pennsylvanicus | Num gaps: 419970 | Missing taxon?: N | % Missing data: 99.1196601368893
Taxon: microtus_pinetorum | Num gaps: 423182 | Missing taxon?: N | % Missing data: 99.8777436865707
Taxon: microtus_pyrenaicus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_quasiater | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_richardsoni | Num gaps: 422594 | Missing taxon?: N | % Missing data: 99.738966249705
Taxon: microtus_sachalinensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_savii | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_schelkovnikovi | Num gaps: 423182 | Missing taxon?: N | % Missing data: 99.8777436865707
Taxon: microtus_socialis | Num gaps: 420330 | Missing taxon?: N | % Missing data: 99.2046259145622
Taxon: microtus_subterraneus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_tatricus | Num gaps: 423182 | Missing taxon?: N | % Missing data: 99.8777436865707
Taxon: microtus_thomasi | Num gaps: 422658 | Missing taxon?: N | % Missing data: 99.7540712768468
Taxon: microtus_townsendii | Num gaps: 423182 | Missing taxon?: N | % Missing data: 99.8777436865707
Taxon: microtus_transcaspicus | Num gaps: 423106 | Missing taxon?: N | % Missing data: 99.8598064668397
Taxon: microtus_umbrosus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_xanthognathus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: monticolomys_koopmani | Num gaps: 422280 | Missing taxon?: N | % Missing data: 99.6648572102903
Taxon: myodes_andersoni | Num gaps: 420894 | Missing taxon?: N | % Missing data: 99.3377389662497
Taxon: myodes_californicus | Num gaps: 422994 | Missing taxon?: N | % Missing data: 99.8333726693415
Taxon: myodes_centralis~ | Num gaps: 422994 | Missing taxon?: N | % Missing data: 99.8333726693415
Taxon: myodes_gapperi | Num gaps: 418972 | Missing taxon?: N | % Missing data: 98.8841161198961
Taxon: myodes_glareolus | Num gaps: 416220 | Missing taxon?: N | % Missing data: 98.2345999527968
Taxon: myodes_regulus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: myodes_rex | Num gaps: 422154 | Missing taxon?: N | % Missing data: 99.6351191881048
Taxon: myodes_rufocanus~ | Num gaps: 420022 | Missing taxon?: N | % Missing data: 99.1319329714421
Taxon: myodes_rufocanus_bedfordiae | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: myodes_rutilus | Num gaps: 420446 | Missing taxon?: N | % Missing data: 99.2320037762568
Taxon: myospalax_aspalax | Num gaps: 420746 | Missing taxon?: N | % Missing data: 99.3028085909842
Taxon: myospalax_psilurus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_ceyhanus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_ehrenbergi | Num gaps: 414436 | Missing taxon?: N | % Missing data: 97.8135473212178
Taxon: nannospalax_ehrenbergi_aegyptiacus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_galili | Num gaps: 422286 | Missing taxon?: N | % Missing data: 99.6662733065848
Taxon: nannospalax_golani | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_judaei | Num gaps: 420920 | Missing taxon?: N | % Missing data: 99.3438753835261
Taxon: nannospalax_leucodon | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_leucodon_hungaricus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_leucodon_montanosyrmiensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_leucodon_srebarnensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_leucodon_transsylvanicus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_nehringi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_nehringi_xanthodon | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: napaeozapus_insignis | Num gaps: 419250 | Missing taxon?: N | % Missing data: 98.9497285815435
Taxon: napaeozapus_insignis_abietorum | Num gaps: 423176 | Missing taxon?: N | % Missing data: 99.8763275902761
Taxon: napaeozapus_insignis_frutectanus | Num gaps: 423176 | Missing taxon?: N | % Missing data: 99.8763275902761
Taxon: napaeozapus_insignis_roanensis | Num gaps: 423192 | Missing taxon?: N | % Missing data: 99.8801038470616
Taxon: napaeozapus_insignis_saguenayensis | Num gaps: 423210 | Missing taxon?: N | % Missing data: 99.8843521359452
Taxon: neodon_clarkei | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neodon_fuscus | Num gaps: 422458 | Missing taxon?: N | % Missing data: 99.7068680670286
Taxon: neodon_irene | Num gaps: 420952 | Missing taxon?: N | % Missing data: 99.351427897097
Taxon: neodon_juldaschi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neodon_juldaschi_carruthersi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neodon_leucurus | Num gaps: 423142 | Missing taxon?: N | % Missing data: 99.868303044607
Taxon: neodon_sikimensis | Num gaps: 423190 | Missing taxon?: N | % Missing data: 99.8796318149634
Taxon: neofiber_alleni | Num gaps: 423144 | Missing taxon?: N | % Missing data: 99.8687750767052
Taxon: neotoma_albigula | Num gaps: 422924 | Missing taxon?: N | % Missing data: 99.8168515459051
Taxon: neotoma_albigula_melanura | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_albigula_seri | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_albigula_sheldoni | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_albigula_varia | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_albigula_venusta | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_bryanti | Num gaps: 421626 | Missing taxon?: N | % Missing data: 99.5105027141846
Taxon: neotoma_cinerea | Num gaps: 422342 | Missing taxon?: N | % Missing data: 99.679490205334
Taxon: neotoma_devia | Num gaps: 423060 | Missing taxon?: N | % Missing data: 99.8489497285815
Taxon: neotoma_ferruginea | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_ferruginea_chamula | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_ferruginea_vulcani | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_floridana | Num gaps: 420674 | Missing taxon?: N | % Missing data: 99.2858154354496
Taxon: neotoma_fuscipes | Num gaps: 422000 | Missing taxon?: N | % Missing data: 99.5987727165447
Taxon: neotoma_goldmani | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_isthmica~ | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_lepida~ | Num gaps: 422882 | Missing taxon?: N | % Missing data: 99.8069388718433
Taxon: neotoma_lepida_insularis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_leucodon | Num gaps: 422934 | Missing taxon?: N | % Missing data: 99.819211706396
Taxon: neotoma_macrotis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_magister | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_mexicana | Num gaps: 422340 | Missing taxon?: N | % Missing data: 99.6790181732358
Taxon: neotoma_mexicana_distincta | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_mexicana_tenicauda | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_micropus | Num gaps: 422528 | Missing taxon?: N | % Missing data: 99.723389190465
Taxon: neotoma_nelsoni | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_picta | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_stephensi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: neotomodon_alstoni | Num gaps: 419454 | Missing taxon?: N | % Missing data: 98.9978758555582
Taxon: nesomys_audeberti | Num gaps: 423108 | Missing taxon?: N | % Missing data: 99.8602784989379
Taxon: nesomys_rufus | Num gaps: 419724 | Missing taxon?: N | % Missing data: 99.0616001888128
Taxon: nyctomys_sumichrasti | Num gaps: 421356 | Missing taxon?: N | % Missing data: 99.4467783809299
Taxon: nyctomys_sumichrasti_colimensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: nyctomys_sumichrasti_decolorus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: nyctomys_sumichrasti_florencei | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: nyctomys_sumichrasti_salvini | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: ochrotomys_nuttalli | Num gaps: 421840 | Missing taxon?: N | % Missing data: 99.5610101486901
Taxon: ochrotomys_nuttalli_aureolus | Num gaps: 422138 | Missing taxon?: N | % Missing data: 99.6313429313193
Taxon: ondatra_zibethicus | Num gaps: 420702 | Missing taxon?: N | % Missing data: 99.2924238848242
Taxon: onychomys_arenicola | Num gaps: 421810 | Missing taxon?: N | % Missing data: 99.5539296672174
Taxon: onychomys_leucogaster | Num gaps: 419752 | Missing taxon?: N | % Missing data: 99.0682086381874
Taxon: onychomys_torridus | Num gaps: 422024 | Missing taxon?: N | % Missing data: 99.6044371017229
Taxon: orthogeomys_cavator | Num gaps: 423028 | Missing taxon?: N | % Missing data: 99.8413972150106
Taxon: orthogeomys_cherriei | Num gaps: 423028 | Missing taxon?: N | % Missing data: 99.8413972150106
Taxon: orthogeomys_dariensis | Num gaps: 423028 | Missing taxon?: N | % Missing data: 99.8413972150106
Taxon: orthogeomys_grandis~ | Num gaps: 423028 | Missing taxon?: N | % Missing data: 99.8413972150106
Taxon: orthogeomys_heterodus | Num gaps: 423028 | Missing taxon?: N | % Missing data: 99.8413972150106
Taxon: orthogeomys_hispidus | Num gaps: 421428 | Missing taxon?: N | % Missing data: 99.4637715364645
Taxon: orthogeomys_lanius | Num gaps: 423146 | Missing taxon?: N | % Missing data: 99.8692471088034
Taxon: orthogeomys_matagalpae | Num gaps: 423028 | Missing taxon?: N | % Missing data: 99.8413972150106
Taxon: orthogeomys_thaeleri | Num gaps: 423030 | Missing taxon?: N | % Missing data: 99.8418692471088
Taxon: orthogeomys_underwoodi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: osgoodomys_banderanus | Num gaps: 421788 | Missing taxon?: N | % Missing data: 99.5487373141374
Taxon: otonyctomys_hatti | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: ototylomys_phyllotis | Num gaps: 419360 | Missing taxon?: N | % Missing data: 98.9756903469436
Taxon: pappogeomys_bulleri | Num gaps: 422866 | Missing taxon?: N | % Missing data: 99.8031626150578
Taxon: paradipus_ctenodactylus | Num gaps: 421200 | Missing taxon?: N | % Missing data: 99.4099598772717
Taxon: pedetes_capensis | Num gaps: 415158 | Missing taxon?: N | % Missing data: 97.9839509086618
Taxon: pedetes_capensis_surdaster | Num gaps: 422038 | Missing taxon?: N | % Missing data: 99.6077413264102
Taxon: perognathus_alticolus | Num gaps: 422324 | Missing taxon?: N | % Missing data: 99.6752419164503
Taxon: perognathus_amplus | Num gaps: 422252 | Missing taxon?: N | % Missing data: 99.6582487609157
Taxon: perognathus_fasciatus | Num gaps: 422280 | Missing taxon?: N | % Missing data: 99.6648572102903
Taxon: perognathus_flavescens | Num gaps: 422946 | Missing taxon?: N | % Missing data: 99.8220438989851
Taxon: perognathus_apache | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: perognathus_flavus | Num gaps: 420082 | Missing taxon?: N | % Missing data: 99.1460939343875
Taxon: perognathus_inornatus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: perognathus_longimembris | Num gaps: 422278 | Missing taxon?: N | % Missing data: 99.6643851781921
Taxon: perognathus_merriami | Num gaps: 422986 | Missing taxon?: N | % Missing data: 99.8314845409488
Taxon: perognathus_parvus | Num gaps: 422278 | Missing taxon?: N | % Missing data: 99.6643851781921
Taxon: perognathus_mollipilosus | Num gaps: 422324 | Missing taxon?: N | % Missing data: 99.6752419164503
Taxon: peromyscus_attwateri | Num gaps: 422342 | Missing taxon?: N | % Missing data: 99.679490205334
Taxon: peromyscus_aztecus | Num gaps: 421170 | Missing taxon?: N | % Missing data: 99.4028793957989
Taxon: peromyscus_aztecus_evides | Num gaps: 423086 | Missing taxon?: N | % Missing data: 99.8550861458579
Taxon: peromyscus_aztecus_oaxacensis~ | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_beatae | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_beatae_sacarensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_boylii_glasselli | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_boylii_rowleyi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_boylii_utahensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_californicus | Num gaps: 421824 | Missing taxon?: N | % Missing data: 99.5572338919046
Taxon: peromyscus_californicus_insignis | Num gaps: 422848 | Missing taxon?: N | % Missing data: 99.7989143261742
Taxon: peromyscus_caniceps | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_collatus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_crinitus~ | Num gaps: 422038 | Missing taxon?: N | % Missing data: 99.6077413264102
Taxon: peromyscus_crinitus_stephensi | Num gaps: 421670 | Missing taxon?: N | % Missing data: 99.5208874203446
Taxon: peromyscus_dickeyi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_difficilis | Num gaps: 422462 | Missing taxon?: N | % Missing data: 99.7078121312249
Taxon: peromyscus_difficilis_amplus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_difficilis_saxicola | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_eremicus | Num gaps: 421178 | Missing taxon?: N | % Missing data: 99.4047675241916
Taxon: peromyscus_eva | Num gaps: 423210 | Missing taxon?: N | % Missing data: 99.8843521359452
Taxon: peromyscus_fraterculus | Num gaps: 421812 | Missing taxon?: N | % Missing data: 99.5544016993155
Taxon: peromyscus_furvus | Num gaps: 422536 | Missing taxon?: N | % Missing data: 99.7252773188577
Taxon: peromyscus_gossypinus | Num gaps: 422582 | Missing taxon?: N | % Missing data: 99.7361340571159
Taxon: peromyscus_grandis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_gratus | Num gaps: 423086 | Missing taxon?: N | % Missing data: 99.8550861458579
Taxon: peromyscus_gratus_gentilis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_gratus_zapotecae | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_guatemalensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_gymnotis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_hooperi | Num gaps: 423086 | Missing taxon?: N | % Missing data: 99.8550861458579
Taxon: peromyscus_hylocetes | Num gaps: 422846 | Missing taxon?: N | % Missing data: 99.798442294076
Taxon: peromyscus_interparietalis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_keeni | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_leucopus | Num gaps: 417502 | Missing taxon?: N | % Missing data: 98.5371725277319
Taxon: peromyscus_levipes | Num gaps: 422536 | Missing taxon?: N | % Missing data: 99.7252773188577
Taxon: peromyscus_levipes_ambiguus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus | Num gaps: 417558 | Missing taxon?: N | % Missing data: 98.550389426481
Taxon: peromyscus_maniculatus_anacapae | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus_bairdii | Num gaps: 422546 | Missing taxon?: N | % Missing data: 99.7276374793486
Taxon: peromyscus_maniculatus_blandus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus_coolidgei | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus_elusus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus_gambelli | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus_pallescens | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus_santacruzae | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus_sonoriensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_mayensis | Num gaps: 422526 | Missing taxon?: N | % Missing data: 99.7229171583668
Taxon: peromyscus_megalops | Num gaps: 423090 | Missing taxon?: N | % Missing data: 99.8560302100543
Taxon: peromyscus_melanocarpus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_melanophrys | Num gaps: 422024 | Missing taxon?: N | % Missing data: 99.6044371017229
Taxon: peromyscus_melanophrys_xenurus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_melanotis | Num gaps: 422530 | Missing taxon?: N | % Missing data: 99.7238612225631
Taxon: peromyscus_merriami | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_mexicanus | Num gaps: 421290 | Missing taxon?: N | % Missing data: 99.4312013216899
Taxon: peromyscus_nicaraguae | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_salvadorensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_tropicalis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_nasutus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_nudipes | Num gaps: 422546 | Missing taxon?: N | % Missing data: 99.7276374793486
Taxon: peromyscus_ochraventer | Num gaps: 423138 | Missing taxon?: N | % Missing data: 99.8673589804107
Taxon: peromyscus_pectoralis | Num gaps: 423086 | Missing taxon?: N | % Missing data: 99.8550861458579
Taxon: peromyscus_pectoralis_laceianus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_perfulvus | Num gaps: 423150 | Missing taxon?: N | % Missing data: 99.8701911729998
Taxon: peromyscus_polionotus | Num gaps: 420046 | Missing taxon?: N | % Missing data: 99.1375973566202
Taxon: peromyscus_polionotus_allophrys | Num gaps: 423074 | Missing taxon?: N | % Missing data: 99.8522539532688
Taxon: peromyscus_polionotus_ammobates | Num gaps: 423070 | Missing taxon?: N | % Missing data: 99.8513098890725
Taxon: peromyscus_polionotus_leucocephalus | Num gaps: 423068 | Missing taxon?: N | % Missing data: 99.8508378569743
Taxon: peromyscus_polionotus_niveiventris | Num gaps: 423164 | Missing taxon?: N | % Missing data: 99.873495397687
Taxon: peromyscus_polionotus_peninsularis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_polionotus_phasma | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_polionotus_rhoadsi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_polionotus_subgriseus | Num gaps: 422846 | Missing taxon?: N | % Missing data: 99.798442294076
Taxon: peromyscus_polionotus_sumneri | Num gaps: 423164 | Missing taxon?: N | % Missing data: 99.873495397687
Taxon: peromyscus_polionotus_trissyllepsis | Num gaps: 423068 | Missing taxon?: N | % Missing data: 99.8508378569743
Taxon: peromyscus_schmidlyi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_sejugis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_simulus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_slevini | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_spicilegus | Num gaps: 423086 | Missing taxon?: N | % Missing data: 99.8550861458579
Taxon: peromyscus_stephani | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_stirtoni | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_truei | Num gaps: 422422 | Missing taxon?: N | % Missing data: 99.6983714892613
Taxon: peromyscus_truei_comanche | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_truei_montipinoris | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_winkelmanni | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_yucatanicus | Num gaps: 423004 | Missing taxon?: N | % Missing data: 99.8357328298324
Taxon: peromyscus_zarhynchus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: phenacomys_intermedius | Num gaps: 423108 | Missing taxon?: N | % Missing data: 99.8602784989379
Taxon: phodopus_campbelli | Num gaps: 421350 | Missing taxon?: N | % Missing data: 99.4453622846354
Taxon: phodopus_roborovskii | Num gaps: 422930 | Missing taxon?: N | % Missing data: 99.8182676421997
Taxon: phodopus_sungorus | Num gaps: 417164 | Missing taxon?: N | % Missing data: 98.457399103139
Taxon: podomys_floridanus | Num gaps: 422540 | Missing taxon?: N | % Missing data: 99.7262213830541
Taxon: proedromys_bedfordi | Num gaps: 422460 | Missing taxon?: N | % Missing data: 99.7073400991267
Taxon: proedromys_liangshanensis | Num gaps: 422460 | Missing taxon?: N | % Missing data: 99.7073400991267
Taxon: prometheomys_schaposchnikowi | Num gaps: 423114 | Missing taxon?: N | % Missing data: 99.8616945952325
Taxon: pygeretmus_pumilio~ | Num gaps: 420854 | Missing taxon?: N | % Missing data: 99.3282983242861
Taxon: reithrodontomys_bakeri | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: reithrodontomys_brevirostris | Num gaps: 422530 | Missing taxon?: N | % Missing data: 99.7238612225631
Taxon: reithrodontomys_chrysopsis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: reithrodontomys_creper | Num gaps: 421322 | Missing taxon?: N | % Missing data: 99.4387538352608
Taxon: reithrodontomys_dariensis | Num gaps: 422554 | Missing taxon?: N | % Missing data: 99.7295256077413
Taxon: reithrodontomys_fulvescens | Num gaps: 418696 | Missing taxon?: N | % Missing data: 98.8189756903469
Taxon: reithrodontomys_gracilis | Num gaps: 421202 | Missing taxon?: N | % Missing data: 99.4104319093698
Taxon: reithrodontomys_hirsutus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: reithrodontomys_humulis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: reithrodontomys_megalotis | Num gaps: 421176 | Missing taxon?: N | % Missing data: 99.4042954920935
Taxon: reithrodontomys_mexicanus | Num gaps: 422526 | Missing taxon?: N | % Missing data: 99.7229171583668
Taxon: reithrodontomys_microdon | Num gaps: 422526 | Missing taxon?: N | % Missing data: 99.7229171583668
Taxon: reithrodontomys_montanus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: reithrodontomys_raviventris | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: reithrodontomys_spectabilis | Num gaps: 422530 | Missing taxon?: N | % Missing data: 99.7238612225631
Taxon: reithrodontomys_sumichrasti | Num gaps: 422582 | Missing taxon?: N | % Missing data: 99.7361340571159
Taxon: reithrodontomys_tenuirostris | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: reithrodontomys_zacatecae | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: rhizomys_pruinosus | Num gaps: 420918 | Missing taxon?: N | % Missing data: 99.3434033514279
Taxon: rhizomys_sinensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: saccostomus_campestris | Num gaps: 419230 | Missing taxon?: N | % Missing data: 98.9450082605617
Taxon: saccostomus_mashonae | Num gaps: 422890 | Missing taxon?: N | % Missing data: 99.808827000236
Taxon: saccostomus_mearnsi | Num gaps: 422956 | Missing taxon?: N | % Missing data: 99.824404059476
Taxon: saccostomus_umbriventer | Num gaps: 423054 | Missing taxon?: N | % Missing data: 99.847533632287
Taxon: salpingotus_kozlovi | Num gaps: 420874 | Missing taxon?: N | % Missing data: 99.3330186452679
Taxon: scotinomys_teguina | Num gaps: 420174 | Missing taxon?: N | % Missing data: 99.1678074109039
Taxon: scotinomys_xerampelinus | Num gaps: 422354 | Missing taxon?: N | % Missing data: 99.6823223979231
Taxon: sicista_betulina | Num gaps: 422968 | Missing taxon?: N | % Missing data: 99.8272362520651
Taxon: sicista_caucasica | Num gaps: 421374 | Missing taxon?: N | % Missing data: 99.4510266698135
Taxon: sicista_concolor | Num gaps: 421306 | Missing taxon?: N | % Missing data: 99.4349775784753
Taxon: sicista_kazbegica | Num gaps: 420276 | Missing taxon?: N | % Missing data: 99.1918810479113
Taxon: sicista_kluchorica | Num gaps: 421282 | Missing taxon?: N | % Missing data: 99.4293131932971
Taxon: sicista_napaea | Num gaps: 421378 | Missing taxon?: N | % Missing data: 99.4519707340099
