Parsing alignment rod_subt2_mt12cp ... ... 
Length alignment: 7320
Number of taxa: 691
Taxon: abeomelomys_sevia | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: hylomyscus_grandis | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: hylomyscus_kaimosae | Num gaps: 6564 | Missing taxon?: N | % Missing data: 89.672131147541
Taxon: hylomyscus_pamfi | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: hylomyscus_parvus | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: hylomyscus_simus | Num gaps: 6566 | Missing taxon?: N | % Missing data: 89.6994535519126
Taxon: hylomyscus_stella | Num gaps: 6572 | Missing taxon?: N | % Missing data: 89.7814207650273
Taxon: hylomyscus_walterverheyeni | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: hyomys_goliath | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: irenomys_tarsalis | Num gaps: 6566 | Missing taxon?: N | % Missing data: 89.6994535519126
Taxon: juliomys_pictipes | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: juscelinomys_huanchacae | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: kunsia_tomentosus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: lamottemys_okuensis | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: leggadina_forresti | Num gaps: 6866 | Missing taxon?: N | % Missing data: 93.7978142076503
Taxon: leggadina_lakedownensis | Num gaps: 120 | Missing taxon?: N | % Missing data: 1.63934426229508
Taxon: lemniscomys_barbarus | Num gaps: 6866 | Missing taxon?: N | % Missing data: 93.7978142076503
Taxon: lemniscomys_bellieri | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: lemniscomys_macculus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: lemniscomys_rosalia | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: lemniscomys_striatus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: lemniscomys_zebra | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: lenoxus_apicalis | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: leopoldamys_edwardsi | Num gaps: 114 | Missing taxon?: N | % Missing data: 1.55737704918033
Taxon: leopoldamys_milleti | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: leopoldamys_neilli | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: leopoldamys_revertens | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: leopoldamys_sabanus | Num gaps: 6104 | Missing taxon?: N | % Missing data: 83.3879781420765
Taxon: leporillus_conditor | Num gaps: 6122 | Missing taxon?: N | % Missing data: 83.6338797814208
Taxon: leptomys_elegans | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: limnomys_bryophilus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: limnomys_sibuanus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: lophiomys_imhausi | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: lorentzimys_nouhuysi | Num gaps: 6866 | Missing taxon?: N | % Missing data: 93.7978142076503
Taxon: lundomys_molitor | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: macruromys_major | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: malacomys_edwardsi | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: malacomys_longipes | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: mallomys_rothschildi | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: mammelomys_lanosus | Num gaps: 6108 | Missing taxon?: N | % Missing data: 83.4426229508197
Taxon: margaretamys_elegans | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: mastacomys_fuscus | Num gaps: 6876 | Missing taxon?: N | % Missing data: 93.9344262295082
Taxon: mastomys_awashensis | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mastomys_coucha | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mastomys_erythroleucus | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: mastomys_hildebrandtii | Num gaps: 6150 | Missing taxon?: N | % Missing data: 84.016393442623
Taxon: mastomys_huberti | Num gaps: 6564 | Missing taxon?: N | % Missing data: 89.672131147541
Taxon: mastomys_kollmannspergeri | Num gaps: 6578 | Missing taxon?: N | % Missing data: 89.8633879781421
Taxon: mastomys_natalensis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: mastomys_pernanus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: mastomys_verheyeni | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: maxomys_bartelsii | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: maxomys_dollmani | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: maxomys_hellwaldii | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: maxomys_hylomyoides | Num gaps: 6604 | Missing taxon?: N | % Missing data: 90.2185792349727
Taxon: maxomys_moi | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: maxomys_musschenbroekii | Num gaps: 6616 | Missing taxon?: N | % Missing data: 90.3825136612022
Taxon: maxomys_ochraceiventer | Num gaps: 6754 | Missing taxon?: N | % Missing data: 92.2677595628415
Taxon: maxomys_pagensis | Num gaps: 6708 | Missing taxon?: N | % Missing data: 91.6393442622951
Taxon: maxomys_panglima | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: maxomys_rajah | Num gaps: 6678 | Missing taxon?: N | % Missing data: 91.2295081967213
Taxon: maxomys_surifer | Num gaps: 6104 | Missing taxon?: N | % Missing data: 83.3879781420765
Taxon: maxomys_tajuddinii | Num gaps: 6616 | Missing taxon?: N | % Missing data: 90.3825136612022
Taxon: maxomys_whiteheadi | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: melanomys_caliginosus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: melanomys_chrysomelas | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: melanomys_columbianus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: melanomys_idoneus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: melasmothrix_naso | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: melomys_cervinipes | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: melomys_rufescens | Num gaps: 6126 | Missing taxon?: N | % Missing data: 83.6885245901639
Taxon: meriones_chengi | Num gaps: 6148 | Missing taxon?: N | % Missing data: 83.9890710382514
Taxon: meriones_crassus | Num gaps: 6566 | Missing taxon?: N | % Missing data: 89.6994535519126
Taxon: meriones_libycus | Num gaps: 130 | Missing taxon?: N | % Missing data: 1.77595628415301
Taxon: meriones_libycus_erythrourus | Num gaps: 6130 | Missing taxon?: N | % Missing data: 83.7431693989071
Taxon: meriones_meridianus | Num gaps: 122 | Missing taxon?: N | % Missing data: 1.66666666666667
Taxon: meriones_penicilliger | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: meriones_rex | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: meriones_shawi | Num gaps: 6220 | Missing taxon?: N | % Missing data: 84.9726775956284
Taxon: meriones_tamariscinus~ | Num gaps: 6104 | Missing taxon?: N | % Missing data: 83.3879781420765
Taxon: meriones_tristrami | Num gaps: 6566 | Missing taxon?: N | % Missing data: 89.6994535519126
Taxon: meriones_unguiculatus | Num gaps: 128 | Missing taxon?: N | % Missing data: 1.74863387978142
Taxon: mesembriomys_gouldii | Num gaps: 6866 | Missing taxon?: N | % Missing data: 93.7978142076503
Taxon: micaelamys_namaquensis | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: micromys_minutus | Num gaps: 122 | Missing taxon?: N | % Missing data: 1.66666666666667
Taxon: microryzomys_minutus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: millardia_kathleenae | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: millardia_meltada | Num gaps: 6576 | Missing taxon?: N | % Missing data: 89.8360655737705
Taxon: mus_imberbis | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: mus_baoulei | Num gaps: 6572 | Missing taxon?: N | % Missing data: 89.7814207650273
Taxon: mus_booduga | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mus_bufo | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mus_caroli | Num gaps: 112 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: mus_cervicolor | Num gaps: 110 | Missing taxon?: N | % Missing data: 1.50273224043716
Taxon: mus_cookii | Num gaps: 110 | Missing taxon?: N | % Missing data: 1.50273224043716
Taxon: mus_crociduroides | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mus_famulus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mus_fragilicauda | Num gaps: 116 | Missing taxon?: N | % Missing data: 1.58469945355191
Taxon: mus_haussa | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mus_indutus | Num gaps: 6566 | Missing taxon?: N | % Missing data: 89.6994535519126
Taxon: mus_macedonicus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: mus_mahomet | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mus_mattheyi | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mus_minutoides | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mus_musculoides | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mus_musculus | Num gaps: 116 | Missing taxon?: N | % Missing data: 1.58469945355191
Taxon: mus_musculus_bactrianus | Num gaps: 6704 | Missing taxon?: N | % Missing data: 91.5846994535519
Taxon: mus_musculus_castaneus | Num gaps: 116 | Missing taxon?: N | % Missing data: 1.58469945355191
Taxon: mus_musculus_domesticus | Num gaps: 116 | Missing taxon?: N | % Missing data: 1.58469945355191
Taxon: mus_musculus_helgolandicus | Num gaps: 644 | Missing taxon?: N | % Missing data: 8.79781420765027
Taxon: mus_musculus_homourus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mus_musculus_molossinus | Num gaps: 116 | Missing taxon?: N | % Missing data: 1.58469945355191
Taxon: mus_neavei | Num gaps: 6574 | Missing taxon?: N | % Missing data: 89.8087431693989
Taxon: mus_pahari | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mus_platythrix | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mus_saxicola | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: mus_setulosus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: mus_sorella | Num gaps: 6766 | Missing taxon?: N | % Missing data: 92.431693989071
Taxon: mus_spicilegus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: mus_spretus | Num gaps: 116 | Missing taxon?: N | % Missing data: 1.58469945355191
Taxon: mus_tenellus | Num gaps: 6760 | Missing taxon?: N | % Missing data: 92.3497267759563
Taxon: mus_terricolor | Num gaps: 110 | Missing taxon?: N | % Missing data: 1.50273224043716
Taxon: mus_triton | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: mylomys_dybowskii | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: myomyscus_brockmani | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: myomyscus_verreauxii | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: myotomys_sloggetti | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: myotomys_unisulcatus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: mystromys_albicaudatus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: neacomys_dubosti | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: neacomys_guianae | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: neacomys_minutus~ | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: neacomys_musseri | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: neacomys_paracou | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: neacomys_spinosus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: necromys_lactens | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: nectomys_apicalis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: nectomys_squamipes | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: neotomys_ebriosus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: nephelomys_albigularis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: nephelomys_keaysi | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: nephelomys_levipes | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: nesokia_indica~ | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: nesoryzomys_fernandinae | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: nesoryzomys_narboroughi | Num gaps: 6634 | Missing taxon?: N | % Missing data: 90.6284153005465
Taxon: nesoryzomys_swarthi | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: neusticomys_monticolus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: niviventer_andersoni | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: niviventer_bukit | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: niviventer_confucianus | Num gaps: 116 | Missing taxon?: N | % Missing data: 1.58469945355191
Taxon: niviventer_coninga | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: niviventer_cremoriventer | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: niviventer_culturatus | Num gaps: 6104 | Missing taxon?: N | % Missing data: 83.3879781420765
Taxon: niviventer_eha | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: niviventer_excelsior | Num gaps: 112 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: niviventer_fulvescens | Num gaps: 114 | Missing taxon?: N | % Missing data: 1.55737704918033
Taxon: niviventer_hinpoon | Num gaps: 6776 | Missing taxon?: N | % Missing data: 92.568306010929
Taxon: niviventer_huang | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: niviventer_niviventer | Num gaps: 6564 | Missing taxon?: N | % Missing data: 89.672131147541
Taxon: niviventer_rapit | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: niviventer_tenaster | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: nivivneter_brahma | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: notiomys_edwardsii | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: notomys | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: oecomys_auyantepui | Num gaps: 6694 | Missing taxon?: N | % Missing data: 91.448087431694
Taxon: oecomys_bicolor | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: oecomys_catherinae | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oecomys_concolor | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oecomys_mamorae | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oecomys_roberti | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: oecomys_rutilus | Num gaps: 6694 | Missing taxon?: N | % Missing data: 91.448087431694
Taxon: oecomys_superans | Num gaps: 6566 | Missing taxon?: N | % Missing data: 89.6994535519126
Taxon: oecomys_trinitatis | Num gaps: 6576 | Missing taxon?: N | % Missing data: 89.8360655737705
Taxon: oenomys_hypoxanthus | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: oligoryzomys_andinus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oligoryzomys_chacoensis | Num gaps: 5920 | Missing taxon?: N | % Missing data: 80.8743169398907
Taxon: oligoryzomys_destructor | Num gaps: 5922 | Missing taxon?: N | % Missing data: 80.9016393442623
Taxon: oligoryzomys_eliurus | Num gaps: 6032 | Missing taxon?: N | % Missing data: 82.4043715846994
Taxon: oligoryzomys_flavescens | Num gaps: 5898 | Missing taxon?: N | % Missing data: 80.5737704918033
Taxon: oligoryzomys_fornesi | Num gaps: 5900 | Missing taxon?: N | % Missing data: 80.6010928961749
Taxon: oligoryzomys_fulvescens | Num gaps: 5920 | Missing taxon?: N | % Missing data: 80.8743169398907
Taxon: oligoryzomys_longicaudatus | Num gaps: 5920 | Missing taxon?: N | % Missing data: 80.8743169398907
Taxon: oligoryzomys_longicaudatus_pampanus | Num gaps: 6712 | Missing taxon?: N | % Missing data: 91.6939890710382
Taxon: oligoryzomys_magellanicus | Num gaps: 6712 | Missing taxon?: N | % Missing data: 91.6939890710382
Taxon: oligoryzomys_microtis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oligoryzomys_moojeni | Num gaps: 6798 | Missing taxon?: N | % Missing data: 92.8688524590164
Taxon: oligoryzomys_nigripes | Num gaps: 5896 | Missing taxon?: N | % Missing data: 80.5464480874317
Taxon: oligoryzomys_rupestris | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: oligoryzomys_stramineus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: oligoryzomys_utiaritensis | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: oligoryzomys_vegetus | Num gaps: 6032 | Missing taxon?: N | % Missing data: 82.4043715846994
Taxon: oreoryzomys_balneator | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oryzomys_couesi | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oryzomys_couesi_azuerensis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oryzomys_mexicanus~ | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oryzomys_palustris | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oryzomys_palustris_argentatus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oryzomys_palustris_coloratus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oryzomys_palustris_planirostris | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oryzomys_palustris_sanibeli | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oryzomys_texensis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: otomys_anchietae | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_angoniensis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: otomys_barbouri | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: otomys_dartmouthi | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: otomys_denti | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: otomys_denti_kempi | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: otomys_denti_sungae | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: otomys_irroratus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: otomys_jacksoni | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: otomys_lacustris | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: otomys_laminatus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: otomys_maximus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: otomys_occidentalis | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: otomys_orestes | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: otomys_zinki | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: otomys_saundersiae_karoensis | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: otomys_simiensis | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: otomys_tropicalis~ | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: otomys_tropicalis_elgonis | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: otomys_tropicalis_faradjius | Num gaps: 6596 | Missing taxon?: N | % Missing data: 90.1092896174863
Taxon: otomys_typus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: otomys_typus_fortior | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: oxymycterus_amazonicus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: oxymycterus_dasytrichus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: oxymycterus_delator | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: oxymycterus_hiska | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: brucepattersonius_iheringi | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: oxymycterus_judex | Num gaps: 6566 | Missing taxon?: N | % Missing data: 89.6994535519126
Taxon: oxymycterus_nasutus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: oxymycterus_paramensis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: oxymycterus_quaestor | Num gaps: 6586 | Missing taxon?: N | % Missing data: 89.9726775956284
Taxon: oxymycterus_rufus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: pachyuromys_duprasi | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: parahydromys_asper | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: paramelomys_levipes | Num gaps: 6148 | Missing taxon?: N | % Missing data: 83.9890710382514
Taxon: parotomys_brantsii~ | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: parotomys_littledalei~ | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: paruromys_dominator | Num gaps: 6126 | Missing taxon?: N | % Missing data: 83.6885245901639
Taxon: paucidentomys_vermidax | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: pearsonomys_annectens | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: pelomys_campanae | Num gaps: 6576 | Missing taxon?: N | % Missing data: 89.8360655737705
Taxon: pelomys_fallax | Num gaps: 6576 | Missing taxon?: N | % Missing data: 89.8360655737705
Taxon: petromyscus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: phaenomys_ferrugineus | Num gaps: 6574 | Missing taxon?: N | % Missing data: 89.8087431693989
Taxon: phloeomys_cumingi | Num gaps: 6566 | Missing taxon?: N | % Missing data: 89.6994535519126
Taxon: phyllotis_alisosiensis | Num gaps: 6620 | Missing taxon?: N | % Missing data: 90.4371584699454
Taxon: phyllotis_amicus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: phyllotis_andium | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: phyllotis_bonariensis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: phyllotis_darwini | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: phyllotis_gerbillus | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: phyllotis_limatus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: phyllotis_magister | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: phyllotis_osilae | Num gaps: 6684 | Missing taxon?: N | % Missing data: 91.3114754098361
Taxon: tapecomys_wolffsohni | Num gaps: 6710 | Missing taxon?: N | % Missing data: 91.6666666666667
Taxon: phyllotis_xanthopygus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: phyllotis_xanthopygus_chilensis | Num gaps: 6576 | Missing taxon?: N | % Missing data: 89.8360655737705
Taxon: phyllotis_xanthopygus_posticalis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: phyllotis_xanthopygus_rupestris | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: phyllotis_xanthopygus_vaccarum | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: pogonomys_loriae | Num gaps: 6866 | Missing taxon?: N | % Missing data: 93.7978142076503
Taxon: pogonomys_macrourus | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: pogonomys_sylvestris | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: praomys_coetzeei | Num gaps: 6576 | Missing taxon?: N | % Missing data: 89.8360655737705
Taxon: praomys_daltoni | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: praomys_degraaffi | Num gaps: 6564 | Missing taxon?: N | % Missing data: 89.672131147541
Taxon: praomys_delectorum | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: praomys_derooi | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: praomys_hartwigi | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: praomys_jacksoni | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: praomys_lukolelae | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
