Parsing alignment laurasiatheria_cetartiodactyla_nt12cp ... ... 
Length alignment: 191394
Number of taxa: 431
Taxon: addax_nasomaculatus | Num gaps: 191004 | Missing taxon?: N | % Missing data: 99.796231856798
Taxon: odocoileus_hemionus_columbianus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: odocoileus_hemionus_crooki | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: odocoileus_hemionus_eremicus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: odocoileus_hemionus_fuliginatus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: odocoileus_hemionus_inyoensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: odocoileus_hemionus_peninsulae | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: odocoileus_hemionus_sheldoni | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: odocoileus_hemionus_sitkensis~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: odocoileus_virginianus | Num gaps: 185396 | Missing taxon?: N | % Missing data: 96.8661504540372
Taxon: okapia_johnstoni | Num gaps: 179084 | Missing taxon?: N | % Missing data: 93.5682414286759
Taxon: orcaella_brevirostris | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: orcaella_heinsohni | Num gaps: 190672 | Missing taxon?: N | % Missing data: 99.6227676938671
Taxon: orcinus_orca | Num gaps: 184442 | Missing taxon?: N | % Missing data: 96.3677022268201
Taxon: oreamnos_americanus | Num gaps: 190500 | Missing taxon?: N | % Missing data: 99.5329007178908
Taxon: oreotragus_oreotragus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: oryx_beisa | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: oryx_dammah | Num gaps: 189682 | Missing taxon?: N | % Missing data: 99.1055100995851
Taxon: oryx_gazella | Num gaps: 189062 | Missing taxon?: N | % Missing data: 98.7815710001358
Taxon: oryx_leucoryx | Num gaps: 189680 | Missing taxon?: N | % Missing data: 99.1044651347482
Taxon: ourebia_ourebi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: ovibos_moschatus | Num gaps: 189728 | Missing taxon?: N | % Missing data: 99.1295442908346
Taxon: ovis_ammon | Num gaps: 189228 | Missing taxon?: N | % Missing data: 98.8683030816013
Taxon: ovis_ammon_collium~ | Num gaps: 191072 | Missing taxon?: N | % Missing data: 99.8317606612538
Taxon: ovis_ammon_darwini | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: ovis_ammon_hodgsoni | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: ovis_ammon_severtzovi | Num gaps: 191074 | Missing taxon?: N | % Missing data: 99.8328056260907
Taxon: ovis_aries | Num gaps: 11474 | Missing taxon?: N | % Missing data: 5.99496326948598
Taxon: ovis_aries_musimon | Num gaps: 190316 | Missing taxon?: N | % Missing data: 99.436763952893
Taxon: ovis_canadensis | Num gaps: 189352 | Missing taxon?: N | % Missing data: 98.9330909014912
Taxon: ovis_canadensis_mexicana | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: ovis_canadensis_nelsoni | Num gaps: 191070 | Missing taxon?: N | % Missing data: 99.8307156964168
Taxon: ovis_dalli | Num gaps: 188480 | Missing taxon?: N | % Missing data: 98.4774862325883
Taxon: ovis_nivicola | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: ovis_orientalis~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: ovis_orientalis_anatolica~ | Num gaps: 191080 | Missing taxon?: N | % Missing data: 99.8359405206015
Taxon: ovis_orientalis_gmelini | Num gaps: 191070 | Missing taxon?: N | % Missing data: 99.8307156964168
Taxon: ovis_orientalis_isphahanica~ | Num gaps: 191070 | Missing taxon?: N | % Missing data: 99.8307156964168
Taxon: ovis_orientalis_laristanica | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: ovis_orientalis_ophion | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: ovis_vignei | Num gaps: 191070 | Missing taxon?: N | % Missing data: 99.8307156964168
Taxon: ovis_vignei_arkal | Num gaps: 191074 | Missing taxon?: N | % Missing data: 99.8328056260907
Taxon: ovis_vignei_blanfordi~ | Num gaps: 191070 | Missing taxon?: N | % Missing data: 99.8307156964168
Taxon: ovis_vignei_bochariensis | Num gaps: 191070 | Missing taxon?: N | % Missing data: 99.8307156964168
Taxon: ovis_vignei_cycloceros~ | Num gaps: 191070 | Missing taxon?: N | % Missing data: 99.8307156964168
Taxon: ovis_vignei_kermanensis~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: ovis_vignei_punjabiensis | Num gaps: 191070 | Missing taxon?: N | % Missing data: 99.8307156964168
Taxon: ozotoceros_bezoarticus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: pantholops_hodgsonii | Num gaps: 189440 | Missing taxon?: N | % Missing data: 98.9790693543162
Taxon: pecari_tajacu | Num gaps: 178278 | Missing taxon?: N | % Missing data: 93.1471205993918
Taxon: pelea_capreolus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: peponocephala_electra | Num gaps: 188050 | Missing taxon?: N | % Missing data: 98.2528187926476
Taxon: phacochoerus_aethiopicus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: phacochoerus_africanus | Num gaps: 190808 | Missing taxon?: N | % Missing data: 99.6938253027786
Taxon: philantomba_maxwellii | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: philantomba_monticola | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: phocoena_dioptrica | Num gaps: 191078 | Missing taxon?: N | % Missing data: 99.8348955557645
Taxon: phocoena_phocoena | Num gaps: 175426 | Missing taxon?: N | % Missing data: 91.657000741925
Taxon: phocoena_sinus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: phocoenoides_dalli~ | Num gaps: 186668 | Missing taxon?: N | % Missing data: 97.5307480903268
Taxon: physeter_catodon | Num gaps: 170260 | Missing taxon?: N | % Missing data: 88.9578565681265
Taxon: platanista_gangetica | Num gaps: 182656 | Missing taxon?: N | % Missing data: 95.4345486274387
Taxon: platanista_minor | Num gaps: 177448 | Missing taxon?: N | % Missing data: 92.7134601920645
Taxon: pontoporia_blainvillei | Num gaps: 176904 | Missing taxon?: N | % Missing data: 92.4292297564187
Taxon: potamochoerus_larvatus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: potamochoerus_porcus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: procapra_gutturosa | Num gaps: 190564 | Missing taxon?: N | % Missing data: 99.5663395926727
Taxon: procapra_picticaudata | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: procapra_przewalskii | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_albirostris~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: pseudois_nayaur | Num gaps: 190862 | Missing taxon?: N | % Missing data: 99.7220393533758
Taxon: pseudois_nayaur_szechuanensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: pseudois_schaeferi~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: pseudorca_crassidens | Num gaps: 188818 | Missing taxon?: N | % Missing data: 98.65408529003
Taxon: pseudoryx_nghetinhensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: pudu_mephistophiles~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: pudu_puda~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: rangifer_tarandus | Num gaps: 189706 | Missing taxon?: N | % Missing data: 99.1180496776283
Taxon: rangifer_tarandus_caribou | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: rangifer_tarandus_granti | Num gaps: 190884 | Missing taxon?: N | % Missing data: 99.733533966582
Taxon: rangifer_tarandus_groenlandicus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: raphicerus_campestris | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: raphicerus_melanotis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: raphicerus_sharpei | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: redunca_arundinum | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: redunca_fulvorufula | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: redunca_redunca | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: rucervus_duvaucelii | Num gaps: 191100 | Missing taxon?: N | % Missing data: 99.8463901689708
Taxon: rucervus_eldii | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: rucervus_eldii_thamin | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: rucervus_schomburgki | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: rupicapra_pyrenaica | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: rupicapra_pyrenaica_ornata~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: rupicapra_pyrenaica_parva | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: rupicapra_rupicapra | Num gaps: 188216 | Missing taxon?: N | % Missing data: 98.3395508741131
Taxon: rupicapra_rupicapra_balcanica | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: rupicapra_rupicapra_carpatica | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: rupicapra_rupicapra_cartusiana~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: rupicapra_rupicapra_tatrica | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_alfredi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_timorensis~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_timorensis_macassaricus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_unicolor | Num gaps: 190560 | Missing taxon?: N | % Missing data: 99.5642496629988
Taxon: cervus_unicolor_cambojensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_unicolor_swinhoei | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: saiga_tatarica | Num gaps: 191014 | Missing taxon?: N | % Missing data: 99.8014566809827
Taxon: saiga_tatarica_mongolica | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: sotalia_fluviatilis | Num gaps: 186290 | Missing taxon?: N | % Missing data: 97.3332497361464
Taxon: sotalia_guianensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: sousa_chinensis | Num gaps: 178960 | Missing taxon?: N | % Missing data: 93.5034536087861
Taxon: stenella_attenuata | Num gaps: 181680 | Missing taxon?: N | % Missing data: 94.9246057870153
Taxon: stenella_clymene | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: stenella_coeruleoalba | Num gaps: 175326 | Missing taxon?: N | % Missing data: 91.6047525000784
Taxon: stenella_frontalis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: stenella_longirostris | Num gaps: 188366 | Missing taxon?: N | % Missing data: 98.4179232368831
Taxon: steno_bredanensis | Num gaps: 187118 | Missing taxon?: N | % Missing data: 97.7658651786367
Taxon: sus_barbatus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: sus_cebifrons | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: sus_celebensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: sus_philippensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: porcula_salvania | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: sus_scrofa | Num gaps: 53502 | Missing taxon?: N | % Missing data: 27.953854352801
Taxon: sus_scrofa_coreanus | Num gaps: 190754 | Missing taxon?: N | % Missing data: 99.6656112521814
Taxon: sus_scrofa_domesticus | Num gaps: 185810 | Missing taxon?: N | % Missing data: 97.0824581752824
Taxon: sus_scrofa_taiwanensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: sus_verrucosus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: sylvicapra_grimmia | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: syncerus_caffer | Num gaps: 186024 | Missing taxon?: N | % Missing data: 97.1942694128343
Taxon: tasmacetus_shepherdi | Num gaps: 190574 | Missing taxon?: N | % Missing data: 99.5715644168574
Taxon: tragelaphus_derbianus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: tayassu_pecari | Num gaps: 190978 | Missing taxon?: N | % Missing data: 99.7826473139179
Taxon: tetracerus_quadricornis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: tragelaphus_angasii | Num gaps: 190352 | Missing taxon?: N | % Missing data: 99.4555733199578
Taxon: tragelaphus_buxtoni | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: tragelaphus_eurycerus | Num gaps: 189526 | Missing taxon?: N | % Missing data: 99.0240028423044
Taxon: tragelaphus_imberbis | Num gaps: 189684 | Missing taxon?: N | % Missing data: 99.1065550644221
Taxon: tragelaphus_oryx | Num gaps: 190770 | Missing taxon?: N | % Missing data: 99.6739709708768
Taxon: tragelaphus_scriptus~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: tragelaphus_spekii | Num gaps: 190884 | Missing taxon?: N | % Missing data: 99.733533966582
Taxon: tragelaphus_strepsiceros | Num gaps: 189176 | Missing taxon?: N | % Missing data: 98.841133995841
Taxon: tragulus_javanicus | Num gaps: 189904 | Missing taxon?: N | % Missing data: 99.2215011964847
Taxon: tragulus_kanchil | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: tragulus_napu | Num gaps: 182192 | Missing taxon?: N | % Missing data: 95.1921167852702
Taxon: tursiops_aduncus~ | Num gaps: 181984 | Missing taxon?: N | % Missing data: 95.0834404422291
Taxon: tursiops_australis~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: tursiops_truncatus~ | Num gaps: 19854 | Missing taxon?: N | % Missing data: 10.3733659362362
Taxon: vicugna_pacos | Num gaps: 69086 | Missing taxon?: N | % Missing data: 36.0962203621848
Taxon: vicugna_pacos_huacaya | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: vicugna_pacos_suri | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: vicugna_vicugna | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: vicugna_vicugna_mensalis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: ziphius_cavirostris | Num gaps: 186442 | Missing taxon?: N | % Missing data: 97.4126670637533
Taxon: ornithorhynchus_anatinus | Num gaps: 87138 | Missing taxon?: N | % Missing data: 45.5280729803442
Taxon: zaglossus_bruijni | Num gaps: 190606 | Missing taxon?: N | % Missing data: 99.5882838542483
Taxon: tachyglossus_aculeatus | Num gaps: 183386 | Missing taxon?: N | % Missing data: 95.8159607929193

Number of missing taxa = 242
Number of present taxa = 189
Total number of taxa = 431

Eq: num_gaps / ( num_taxa * len_aln ) --> (46317348+34400468)/((242+189)*191394)
Avg missing data before removing missing taxa = 0.978506721972703 = 97.8506721972704%
Eq: num_gaps / ( num_taxa * len_aln ) --> 34400468/(189*191394)
Avg missing data after removing missing taxa = 0.950986228413943 = 95.0986228413943%

