Parsing alignment lchiroptera_subt2_nt3cp ... ... 
Length alignment: 117248
Number of taxa: 634
Taxon: ametrida_centurio | Num gaps: 116570 | Missing taxon?: N | % Missing data: 99.4217385371179
Taxon: molossus_rufus | Num gaps: 116903 | Missing taxon?: N | % Missing data: 99.7057519104803
Taxon: molossus_sinaloae | Num gaps: 116851 | Missing taxon?: N | % Missing data: 99.6614014737991
Taxon: monophyllus_plethodon | Num gaps: 116686 | Missing taxon?: N | % Missing data: 99.5206741266376
Taxon: monophyllus_redmani | Num gaps: 115153 | Missing taxon?: N | % Missing data: 98.2131891375546
Taxon: mops_bakarii | Num gaps: 116828 | Missing taxon?: N | % Missing data: 99.6417849344978
Taxon: mops_condylurus | Num gaps: 116828 | Missing taxon?: N | % Missing data: 99.6417849344978
Taxon: mops_leucostigma | Num gaps: 116828 | Missing taxon?: N | % Missing data: 99.6417849344978
Taxon: mops_midas | Num gaps: 116828 | Missing taxon?: N | % Missing data: 99.6417849344978
Taxon: mormoops_blainvillei | Num gaps: 116375 | Missing taxon?: N | % Missing data: 99.2554243995633
Taxon: mormoops_megalophylla | Num gaps: 113708 | Missing taxon?: N | % Missing data: 96.9807587336245
Taxon: mormopterus_beccarii | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_cobourgianus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_eleryi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_halli | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_kitcheneri | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_loriae | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_lumsdenae | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_norfolkensis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_petersi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_planiceps | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_ridei | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_aenea | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_aurata | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_bicolor | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_cineracea | Num gaps: 116999 | Missing taxon?: N | % Missing data: 99.787629639738
Taxon: murina_cyclotis | Num gaps: 116546 | Missing taxon?: N | % Missing data: 99.4012691048035
Taxon: murina_eleryi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_florium | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_gracilis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_hilgendorfi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_huttoni | Num gaps: 116546 | Missing taxon?: N | % Missing data: 99.4012691048035
Taxon: murina_jaintiana | Num gaps: 116863 | Missing taxon?: N | % Missing data: 99.6716361899563
Taxon: murina_leucogaster | Num gaps: 117092 | Missing taxon?: N | % Missing data: 99.8669486899563
Taxon: murina_peninsularis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_pluvialis | Num gaps: 116861 | Missing taxon?: N | % Missing data: 99.6699304039301
Taxon: murina_puta | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_recondita | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_rozendaali | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_ryukyuna | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_suilla | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_tiensa | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_tubinaris | Num gaps: 116541 | Missing taxon?: N | % Missing data: 99.397004639738
Taxon: murina_ussuriensis | Num gaps: 116838 | Missing taxon?: N | % Missing data: 99.6503138646288
Taxon: musonycteris_harrisoni | Num gaps: 116265 | Missing taxon?: N | % Missing data: 99.1616061681223
Taxon: myopterus_daubentonii | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_adversus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_adversus_taiwanensis | Num gaps: 116711 | Missing taxon?: N | % Missing data: 99.5419964519651
Taxon: myotis_adversus_tanimbarensis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_aff_alcathoe | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_albescens | Num gaps: 116545 | Missing taxon?: N | % Missing data: 99.4004162117904
Taxon: myotis_alcathoe | Num gaps: 116867 | Missing taxon?: N | % Missing data: 99.6750477620087
Taxon: myotis_altarium | Num gaps: 117093 | Missing taxon?: N | % Missing data: 99.8678015829694
Taxon: myotis_anjouanensis | Num gaps: 116869 | Missing taxon?: N | % Missing data: 99.6767535480349
Taxon: myotis_annamiticus | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_annectans | Num gaps: 116869 | Missing taxon?: N | % Missing data: 99.6767535480349
Taxon: myotis_atacamensis | Num gaps: 116867 | Missing taxon?: N | % Missing data: 99.6750477620087
Taxon: myotis_ater | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_aurascens | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_auriculus | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_austroriparius | Num gaps: 116867 | Missing taxon?: N | % Missing data: 99.6750477620087
Taxon: myotis_bechsteinii | Num gaps: 116869 | Missing taxon?: N | % Missing data: 99.6767535480349
Taxon: myotis_blythii_ancilla | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_blythii_blythii | Num gaps: 116867 | Missing taxon?: N | % Missing data: 99.6750477620087
Taxon: myotis_blythii_omari | Num gaps: 116867 | Missing taxon?: N | % Missing data: 99.6750477620087
Taxon: myotis_bocagii | Num gaps: 116198 | Missing taxon?: N | % Missing data: 99.1044623362445
Taxon: myotis_bocagii_cupreolus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_bombinus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_bombinus_amurensis | Num gaps: 116868 | Missing taxon?: N | % Missing data: 99.6759006550218
Taxon: myotis_brandtii | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_californicus | Num gaps: 116544 | Missing taxon?: N | % Missing data: 99.3995633187773
Taxon: myotis_capaccinii | Num gaps: 116544 | Missing taxon?: N | % Missing data: 99.3995633187773
Taxon: myotis_chiloensis | Num gaps: 116871 | Missing taxon?: N | % Missing data: 99.6784593340611
Taxon: myotis_chinensis | Num gaps: 117094 | Missing taxon?: N | % Missing data: 99.8686544759825
Taxon: myotis_ciliolabrum | Num gaps: 116551 | Missing taxon?: N | % Missing data: 99.405533569869
Taxon: myotis_csorbai | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_dasycneme | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_daubentonii | Num gaps: 113913 | Missing taxon?: N | % Missing data: 97.15560180131
Taxon: myotis_nathalinae | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_davidii | Num gaps: 115906 | Missing taxon?: N | % Missing data: 98.8554175764192
Taxon: myotis_dominicensis | Num gaps: 116544 | Missing taxon?: N | % Missing data: 99.3995633187773
Taxon: myotis_elegans | Num gaps: 116570 | Missing taxon?: N | % Missing data: 99.4217385371179
Taxon: myotis_emarginatus | Num gaps: 116869 | Missing taxon?: N | % Missing data: 99.6767535480349
Taxon: myotis_escalerai | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_evotis | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_evotis_milleri | Num gaps: 116881 | Missing taxon?: N | % Missing data: 99.6869882641921
Taxon: myotis_fimbriatus | Num gaps: 116868 | Missing taxon?: N | % Missing data: 99.6759006550218
Taxon: myotis_flavus | Num gaps: 116872 | Missing taxon?: N | % Missing data: 99.6793122270742
Taxon: myotis_formosus | Num gaps: 116867 | Missing taxon?: N | % Missing data: 99.6750477620087
Taxon: myotis_fortidens | Num gaps: 116550 | Missing taxon?: N | % Missing data: 99.4046806768559
Taxon: myotis_frater | Num gaps: 116868 | Missing taxon?: N | % Missing data: 99.6759006550218
Taxon: myotis_goudoti | Num gaps: 116872 | Missing taxon?: N | % Missing data: 99.6793122270742
Taxon: myotis_gracilis | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_grisescens | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_hajastanicus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_hasseltii | Num gaps: 116868 | Missing taxon?: N | % Missing data: 99.6759006550218
Taxon: myotis_horsfieldii | Num gaps: 116472 | Missing taxon?: N | % Missing data: 99.3381550218341
Taxon: myotis_horsfieldii_deignani | Num gaps: 116868 | Missing taxon?: N | % Missing data: 99.6759006550218
Taxon: myotis_ikonnikovi | Num gaps: 116867 | Missing taxon?: N | % Missing data: 99.6750477620087
Taxon: myotis_keaysi | Num gaps: 116552 | Missing taxon?: N | % Missing data: 99.4063864628821
Taxon: myotis_keenii | Num gaps: 116876 | Missing taxon?: N | % Missing data: 99.6827237991266
Taxon: myotis_laniger | Num gaps: 112790 | Missing taxon?: N | % Missing data: 96.1978029475982
Taxon: myotis_leibii | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_levis | Num gaps: 116544 | Missing taxon?: N | % Missing data: 99.3995633187773
Taxon: myotis_longipes | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_lucifugus | Num gaps: 40758 | Missing taxon?: N | % Missing data: 34.7622134279476
Taxon: myotis_lucifugus_alascensis | Num gaps: 116882 | Missing taxon?: N | % Missing data: 99.6878411572052
Taxon: myotis_lucifugus_carissima | Num gaps: 116868 | Missing taxon?: N | % Missing data: 99.6759006550218
Taxon: myotis_lucifugus_relictus | Num gaps: 116883 | Missing taxon?: N | % Missing data: 99.6886940502183
Taxon: myotis_macrodactylus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_macropus | Num gaps: 117012 | Missing taxon?: N | % Missing data: 99.7987172489083
Taxon: myotis_macrotarsus | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_martiniquensis | Num gaps: 116867 | Missing taxon?: N | % Missing data: 99.6750477620087
Taxon: myotis_martiniquensis_nyctor | Num gaps: 116897 | Missing taxon?: N | % Missing data: 99.7006345524018
Taxon: myotis_melanorhinus | Num gaps: 116883 | Missing taxon?: N | % Missing data: 99.6886940502183
Taxon: myotis_montivagus | Num gaps: 116867 | Missing taxon?: N | % Missing data: 99.6750477620087
Taxon: myotis_muricola | Num gaps: 117093 | Missing taxon?: N | % Missing data: 99.8678015829694
Taxon: myotis_muricola_browni | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_myotis | Num gaps: 115808 | Missing taxon?: N | % Missing data: 98.7718340611354
Taxon: myotis_myotis_blythii | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_mystacinus | Num gaps: 116712 | Missing taxon?: N | % Missing data: 99.5428493449782
Taxon: myotis_nattereri | Num gaps: 116841 | Missing taxon?: N | % Missing data: 99.6528725436681
Taxon: myotis_nattereri_tschuliensis | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_nesopolus_nesopolus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_nigricans | Num gaps: 116243 | Missing taxon?: N | % Missing data: 99.1428425218341
Taxon: myotis_oxygnathus | Num gaps: 116868 | Missing taxon?: N | % Missing data: 99.6759006550218
Taxon: myotis_oxyotus | Num gaps: 116867 | Missing taxon?: N | % Missing data: 99.6750477620087
Taxon: myotis_pequinius | Num gaps: 116867 | Missing taxon?: N | % Missing data: 99.6750477620087
Taxon: myotis_petax | Num gaps: 116841 | Missing taxon?: N | % Missing data: 99.6528725436681
Taxon: myotis_phanluongi | Num gaps: 117017 | Missing taxon?: N | % Missing data: 99.8029817139738
Taxon: myotis_pruinosus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_punicus | Num gaps: 116868 | Missing taxon?: N | % Missing data: 99.6759006550218
Taxon: myotis_ricketti | Num gaps: 107085 | Missing taxon?: N | % Missing data: 91.3320483078603
Taxon: myotis_ridleyi | Num gaps: 116871 | Missing taxon?: N | % Missing data: 99.6784593340611
Taxon: myotis_riparius | Num gaps: 116473 | Missing taxon?: N | % Missing data: 99.3390079148472
Taxon: myotis_rosseti | Num gaps: 116867 | Missing taxon?: N | % Missing data: 99.6750477620087
Taxon: myotis_ruber | Num gaps: 116869 | Missing taxon?: N | % Missing data: 99.6767535480349
Taxon: myotis_rufoniger | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_schaubi | Num gaps: 116851 | Missing taxon?: N | % Missing data: 99.6614014737991
Taxon: myotis_scotti | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_secundus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_septentrionalis | Num gaps: 116548 | Missing taxon?: N | % Missing data: 99.4029748908297
Taxon: myotis_sicarius | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_siligorensis | Num gaps: 117093 | Missing taxon?: N | % Missing data: 99.8678015829694
Taxon: myotis_siligorensis_alticraniatus | Num gaps: 116870 | Missing taxon?: N | % Missing data: 99.677606441048
Taxon: myotis_simus | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_sodalis | Num gaps: 116870 | Missing taxon?: N | % Missing data: 99.677606441048
Taxon: myotis_thysanodes | Num gaps: 116543 | Missing taxon?: N | % Missing data: 99.3987104257642
Taxon: myotis_tricolor | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_velifer | Num gaps: 115795 | Missing taxon?: N | % Missing data: 98.7607464519651
Taxon: myotis_vivesi | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: myotis_volans | Num gaps: 116545 | Missing taxon?: N | % Missing data: 99.4004162117904
Taxon: myotis_watasei | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_welwitschii | Num gaps: 116545 | Missing taxon?: N | % Missing data: 99.4004162117904
Taxon: myotis_yanbarensis | Num gaps: 116840 | Missing taxon?: N | % Missing data: 99.652019650655
Taxon: myotis_yumanensis | Num gaps: 116544 | Missing taxon?: N | % Missing data: 99.3995633187773
Taxon: mystacina_tuberculata | Num gaps: 111453 | Missing taxon?: N | % Missing data: 95.057484989083
Taxon: myzopoda_aurita | Num gaps: 113892 | Missing taxon?: N | % Missing data: 97.1376910480349
Taxon: myzopoda_schliemanni | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: natalus_jamaicensis | Num gaps: 116794 | Missing taxon?: N | % Missing data: 99.6127865720524
Taxon: natalus_major | Num gaps: 116794 | Missing taxon?: N | % Missing data: 99.6127865720524
Taxon: natalus_saturatus | Num gaps: 116795 | Missing taxon?: N | % Missing data: 99.6136394650655
Taxon: natalus_stramineus | Num gaps: 112304 | Missing taxon?: N | % Missing data: 95.7832969432314
Taxon: natalus_stramineus_mexicanus | Num gaps: 117061 | Missing taxon?: N | % Missing data: 99.8405090065502
Taxon: natalus_tumidirostris | Num gaps: 116794 | Missing taxon?: N | % Missing data: 99.6127865720524
Taxon: neoromicia_brunneus | Num gaps: 116511 | Missing taxon?: N | % Missing data: 99.371417849345
Taxon: neoromicia_capensis | Num gaps: 116655 | Missing taxon?: N | % Missing data: 99.4942344432314
Taxon: neoromicia_guineensis | Num gaps: 116922 | Missing taxon?: N | % Missing data: 99.7219568777293
Taxon: neoromicia_malagasyensis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: neoromicia_matroka | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: neoromicia_nanus | Num gaps: 116199 | Missing taxon?: N | % Missing data: 99.1053152292576
Taxon: neoromicia_rendalli | Num gaps: 116155 | Missing taxon?: N | % Missing data: 99.0677879366812
Taxon: neoromicia_robertsi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: neoromicia_somalicus | Num gaps: 116147 | Missing taxon?: N | % Missing data: 99.0609647925764
Taxon: neoromicia_tenuipinnis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: neoromicia_zuluensis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: noctilio_albiventris | Num gaps: 113424 | Missing taxon?: N | % Missing data: 96.7385371179039
Taxon: noctilio_leporinus | Num gaps: 114237 | Missing taxon?: N | % Missing data: 97.4319391375546
Taxon: nyctalus_aviator | Num gaps: 116839 | Missing taxon?: N | % Missing data: 99.6511667576419
Taxon: nyctalus_lasiopterus | Num gaps: 117000 | Missing taxon?: N | % Missing data: 99.7884825327511
Taxon: nyctalus_leisleri | Num gaps: 116512 | Missing taxon?: N | % Missing data: 99.3722707423581
Taxon: nyctalus_noctula | Num gaps: 113371 | Missing taxon?: N | % Missing data: 96.6933337882096
Taxon: nyctalus_plancyi | Num gaps: 116178 | Missing taxon?: N | % Missing data: 99.0874044759825
Taxon: nyctalus_velutinus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: nycteris_arge | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: nycteris_grandis | Num gaps: 115258 | Missing taxon?: N | % Missing data: 98.3027429039301
Taxon: nycteris_hispida | Num gaps: 117017 | Missing taxon?: N | % Missing data: 99.8029817139738
Taxon: nycteris_javanica | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: nycteris_thebaica | Num gaps: 113090 | Missing taxon?: N | % Missing data: 96.4536708515284
Taxon: nycteris_tragata | Num gaps: 116772 | Missing taxon?: N | % Missing data: 99.5940229257642
Taxon: nycticeinops_schlieffeni | Num gaps: 116193 | Missing taxon?: N | % Missing data: 99.100197871179
Taxon: nycticeius_humeralis | Num gaps: 116547 | Missing taxon?: N | % Missing data: 99.4021219978166
Taxon: nyctiellus_lepidus~ | Num gaps: 116795 | Missing taxon?: N | % Missing data: 99.6136394650655
Taxon: nyctinomops_aurispinosus | Num gaps: 116883 | Missing taxon?: N | % Missing data: 99.6886940502183
Taxon: nyctinomops_femorosaccus | Num gaps: 116877 | Missing taxon?: N | % Missing data: 99.6835766921397
Taxon: nyctinomops_macrotis | Num gaps: 116794 | Missing taxon?: N | % Missing data: 99.6127865720524
Taxon: nyctophilus_geoffroyi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: nyctophilus_gouldi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: otomops_madagascariensis | Num gaps: 116828 | Missing taxon?: N | % Missing data: 99.6417849344978
Taxon: otomops_martiensseni | Num gaps: 116535 | Missing taxon?: N | % Missing data: 99.3918872816594
Taxon: otomops_wroughtoni | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: otonycteris_hemprichii | Num gaps: 116540 | Missing taxon?: N | % Missing data: 99.3961517467249
Taxon: otonycteris_leucophaea | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: parastrellus_hesperus | Num gaps: 116540 | Missing taxon?: N | % Missing data: 99.3961517467249
Taxon: peropteryx_kappleri | Num gaps: 116473 | Missing taxon?: N | % Missing data: 99.3390079148472
Taxon: peropteryx_leucoptera | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: peropteryx_macrotis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: peropteryx_trinitatis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: philetor_brachypterus | Num gaps: 116998 | Missing taxon?: N | % Missing data: 99.7867767467249
Taxon: phylloderma_stenops | Num gaps: 116393 | Missing taxon?: N | % Missing data: 99.2707764737991
Taxon: phyllonycteris_aphylla | Num gaps: 116794 | Missing taxon?: N | % Missing data: 99.6127865720524
Taxon: phyllonycteris_obtusa | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: phyllonycteris_poeyi | Num gaps: 115628 | Missing taxon?: N | % Missing data: 98.6183133187773
Taxon: phyllops_falcatus | Num gaps: 116795 | Missing taxon?: N | % Missing data: 99.6136394650655
Taxon: phyllostomus_discolor | Num gaps: 116274 | Missing taxon?: N | % Missing data: 99.1692822052402
Taxon: phyllostomus_elongatus | Num gaps: 117023 | Missing taxon?: N | % Missing data: 99.8080990720524
Taxon: phyllostomus_hastatus | Num gaps: 116243 | Missing taxon?: N | % Missing data: 99.1428425218341
Taxon: phyllostomus_latifolius | Num gaps: 116917 | Missing taxon?: N | % Missing data: 99.7176924126638
Taxon: pipistrellus_abramus | Num gaps: 113658 | Missing taxon?: N | % Missing data: 96.9381140829694
Taxon: pipistrellus_ceylonicus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_coromandra | Num gaps: 116543 | Missing taxon?: N | % Missing data: 99.3987104257642
Taxon: pipistrellus_deserti | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_hanaki | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_hesperidus | Num gaps: 116152 | Missing taxon?: N | % Missing data: 99.0652292576419
Taxon: pipistrellus_javanicus | Num gaps: 116541 | Missing taxon?: N | % Missing data: 99.397004639738
Taxon: pipistrellus_kuhlii | Num gaps: 116862 | Missing taxon?: N | % Missing data: 99.6707832969432
Taxon: pipistrellus_maderensis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_nathusii | Num gaps: 116516 | Missing taxon?: N | % Missing data: 99.3756823144105
Taxon: pipistrellus_paterculus | Num gaps: 116524 | Missing taxon?: N | % Missing data: 99.3825054585153
Taxon: pipistrellus_pipistrellus | Num gaps: 115916 | Missing taxon?: N | % Missing data: 98.8639465065502
Taxon: pipistrellus_pygmaeus | Num gaps: 116544 | Missing taxon?: N | % Missing data: 99.3995633187773
Taxon: pipistrellus_raceyi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_rueppellii | Num gaps: 116641 | Missing taxon?: N | % Missing data: 99.482293941048
Taxon: perimyotis_subflavus | Num gaps: 116548 | Missing taxon?: N | % Missing data: 99.4029748908297
Taxon: pipistrellus_tenuis | Num gaps: 116533 | Missing taxon?: N | % Missing data: 99.3901814956332
Taxon: platalina_genovensium | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: platyrrhinus_albericoi | Num gaps: 116602 | Missing taxon?: N | % Missing data: 99.4490311135371
Taxon: platyrrhinus_aurarius | Num gaps: 116603 | Missing taxon?: N | % Missing data: 99.4498840065502
Taxon: platyrrhinus_brachycephalus | Num gaps: 116246 | Missing taxon?: N | % Missing data: 99.1454012008734
Taxon: platyrrhinus_dorsalis | Num gaps: 116604 | Missing taxon?: N | % Missing data: 99.4507368995633
Taxon: platyrrhinus_guianensis | Num gaps: 116654 | Missing taxon?: N | % Missing data: 99.4933815502183
Taxon: platyrrhinus_helleri | Num gaps: 116037 | Missing taxon?: N | % Missing data: 98.9671465611354
Taxon: platyrrhinus_incarum | Num gaps: 116249 | Missing taxon?: N | % Missing data: 99.1479598799127
Taxon: platyrrhinus_infuscus | Num gaps: 117007 | Missing taxon?: N | % Missing data: 99.7944527838428
Taxon: platyrrhinus_ismaeli | Num gaps: 116602 | Missing taxon?: N | % Missing data: 99.4490311135371
Taxon: platyrrhinus_lineatus | Num gaps: 116592 | Missing taxon?: N | % Missing data: 99.4405021834061
Taxon: platyrrhinus_nigellus | Num gaps: 116607 | Missing taxon?: N | % Missing data: 99.4532955786026
Taxon: platyrrhinus_masu | Num gaps: 117008 | Missing taxon?: N | % Missing data: 99.7953056768559
Taxon: platyrrhinus_matapalensis | Num gaps: 116651 | Missing taxon?: N | % Missing data: 99.490822871179
Taxon: platyrrhinus_recifinus | Num gaps: 116248 | Missing taxon?: N | % Missing data: 99.1471069868996
Taxon: platyrrhinus_vittatus | Num gaps: 117005 | Missing taxon?: N | % Missing data: 99.7927469978166
Taxon: plecotus_auritus | Num gaps: 115987 | Missing taxon?: N | % Missing data: 98.9245019104803
Taxon: plecotus_austriacus | Num gaps: 116544 | Missing taxon?: N | % Missing data: 99.3995633187773
Taxon: plecotus_kolombatovici | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: plecotus_macrobullaris | Num gaps: 116528 | Missing taxon?: N | % Missing data: 99.3859170305677
Taxon: plecotus_ognevi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: corynorhinus_rafinesquii | Num gaps: 116541 | Missing taxon?: N | % Missing data: 99.397004639738
Taxon: plecotus_sacrimontis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: plecotus_sardus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: plecotus_teneriffae_gaisleri | Num gaps: 116547 | Missing taxon?: N | % Missing data: 99.4021219978166
Taxon: plecotus_turkmenicus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: promops_centralis | Num gaps: 116902 | Missing taxon?: N | % Missing data: 99.7048990174673
Taxon: pteronotus_davyi | Num gaps: 116380 | Missing taxon?: N | % Missing data: 99.2596888646288
Taxon: pteronotus_gymnonotus | Num gaps: 116379 | Missing taxon?: N | % Missing data: 99.2588359716157
Taxon: pteronotus_macleayii | Num gaps: 116379 | Missing taxon?: N | % Missing data: 99.2588359716157
Taxon: pteronotus_parnellii | Num gaps: 109401 | Missing taxon?: N | % Missing data: 93.3073485262009
Taxon: pteronotus_personatus | Num gaps: 116782 | Missing taxon?: N | % Missing data: 99.6025518558952
Taxon: pteronotus_pusillus | Num gaps: 116866 | Missing taxon?: N | % Missing data: 99.6741948689956
Taxon: pteronotus_quadridens | Num gaps: 116380 | Missing taxon?: N | % Missing data: 99.2596888646288
Taxon: pteronotus_rubiginosus | Num gaps: 116979 | Missing taxon?: N | % Missing data: 99.770571779476
Taxon: pygoderma_bilabiatum | Num gaps: 116393 | Missing taxon?: N | % Missing data: 99.2707764737991
Taxon: rhinophylla_alethina | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: rhinophylla_fischerae | Num gaps: 117087 | Missing taxon?: N | % Missing data: 99.8626842248908
Taxon: rhinophylla_pumilio | Num gaps: 115801 | Missing taxon?: N | % Missing data: 98.7658638100437
Taxon: rhogeessa_aeneus | Num gaps: 115974 | Missing taxon?: N | % Missing data: 98.91341430131
Taxon: rhogeessa_alleni | Num gaps: 116687 | Missing taxon?: N | % Missing data: 99.5215270196506
Taxon: rhogeessa_genowaysi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: rhogeessa_gracilis | Num gaps: 116883 | Missing taxon?: N | % Missing data: 99.6886940502183
