Parsing alignment euarchonta_nt3cp ... ... 
Length alignment: 96854
Number of taxa: 486
Taxon: allenopithecus_nigroviridis | Num gaps: 92636 | Missing taxon?: N | % Missing data: 95.6449914304004
Taxon: macaca_thibetana | Num gaps: 94386 | Missing taxon?: N | % Missing data: 97.4518347203007
Taxon: macaca_tonkeana | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: mandrillus_leucophaeus | Num gaps: 93010 | Missing taxon?: N | % Missing data: 96.0311396534991
Taxon: mandrillus_sphinx | Num gaps: 91315 | Missing taxon?: N | % Missing data: 94.2810828669957
Taxon: megaladapis_edwardsi | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: microcebus_arnholdi | Num gaps: 96231 | Missing taxon?: N | % Missing data: 99.3567637887955
Taxon: microcebus_berthae | Num gaps: 95856 | Missing taxon?: N | % Missing data: 98.9695830838169
Taxon: microcebus_bongolavensis | Num gaps: 96228 | Missing taxon?: N | % Missing data: 99.3536663431557
Taxon: microcebus_danfossi | Num gaps: 96230 | Missing taxon?: N | % Missing data: 99.3557313069156
Taxon: microcebus_gerpi | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: microcebus_griseorufus | Num gaps: 95758 | Missing taxon?: N | % Missing data: 98.8683998595825
Taxon: microcebus_jollyae | Num gaps: 96228 | Missing taxon?: N | % Missing data: 99.3536663431557
Taxon: microcebus_lehilahytsara | Num gaps: 96102 | Missing taxon?: N | % Missing data: 99.2235736262829
Taxon: microcebus_lokobensis | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: microcebus_macarthurii | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: microcebus_mamiratra | Num gaps: 96235 | Missing taxon?: N | % Missing data: 99.3608937163153
Taxon: microcebus_margotmarshae | Num gaps: 96233 | Missing taxon?: N | % Missing data: 99.3588287525554
Taxon: microcebus_marohita | Num gaps: 96726 | Missing taxon?: N | % Missing data: 99.8678423193673
Taxon: microcebus_mittermeieri | Num gaps: 96102 | Missing taxon?: N | % Missing data: 99.2235736262829
Taxon: microcebus_murinus | Num gaps: 22877 | Missing taxon?: N | % Missing data: 23.6200879674562
Taxon: microcebus_myoxinus | Num gaps: 96106 | Missing taxon?: N | % Missing data: 99.2277035538026
Taxon: microcebus_ravelobensis | Num gaps: 95499 | Missing taxon?: N | % Missing data: 98.6009870526772
Taxon: microcebus_rufus | Num gaps: 96101 | Missing taxon?: N | % Missing data: 99.2225411444029
Taxon: microcebus_sambiranensis | Num gaps: 96105 | Missing taxon?: N | % Missing data: 99.2266710719227
Taxon: microcebus_simmonsi | Num gaps: 95755 | Missing taxon?: N | % Missing data: 98.8653024139426
Taxon: microcebus_tanosi | Num gaps: 96726 | Missing taxon?: N | % Missing data: 99.8678423193673
Taxon: microcebus_tavaratra | Num gaps: 96105 | Missing taxon?: N | % Missing data: 99.2266710719227
Taxon: miopithecus_ogouensis | Num gaps: 95719 | Missing taxon?: N | % Missing data: 98.8281330662647
Taxon: miopithecus_talapoin | Num gaps: 83693 | Missing taxon?: N | % Missing data: 86.4115059780701
Taxon: mirza_coquereli | Num gaps: 96004 | Missing taxon?: N | % Missing data: 99.1223904020484
Taxon: mirza_zaza | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: nasalis_larvatus | Num gaps: 89101 | Missing taxon?: N | % Missing data: 91.9951679848019
Taxon: nomascus_annamensis | Num gaps: 94322 | Missing taxon?: N | % Missing data: 97.3857558799843
Taxon: nomascus_concolor | Num gaps: 94053 | Missing taxon?: N | % Missing data: 97.1080182542796
Taxon: nomascus_concolor_furvogaster | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: nomascus_concolor_jingdongensis | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: nomascus_concolor_lu | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: nomascus_gabriellae | Num gaps: 93197 | Missing taxon?: N | % Missing data: 96.2242137650484
Taxon: nomascus_hainanus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: nomascus_leucogenys | Num gaps: 8589 | Missing taxon?: N | % Missing data: 8.86798686683049
Taxon: nomascus_nasutus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: nomascus_siki | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: nycticebus_bengalensis | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: nycticebus_coucang | Num gaps: 89657 | Missing taxon?: N | % Missing data: 92.5692279100502
Taxon: nycticebus_javanicus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: nycticebus_menagensis | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: nycticebus_pygmaeus | Num gaps: 95753 | Missing taxon?: N | % Missing data: 98.8632374501828
Taxon: otolemur_crassicaudatus | Num gaps: 93850 | Missing taxon?: N | % Missing data: 96.8984244326512
Taxon: otolemur_garnettii | Num gaps: 17728 | Missing taxon?: N | % Missing data: 18.3038387676296
Taxon: otolemur_monteiri_argentatus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: otolemur_monteiri_monteiri | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: pachylemur_jullyi | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: palaeopropithecus_ingens | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: pan_paniscus | Num gaps: 78039 | Missing taxon?: N | % Missing data: 80.5738534288723
Taxon: pan_troglodytes | Num gaps: 7242 | Missing taxon?: N | % Missing data: 7.47723377454726
Taxon: pan_troglodytes_ellioti | Num gaps: 91755 | Missing taxon?: N | % Missing data: 94.7353748941706
Taxon: pan_troglodytes_schweinfurthii | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: pan_troglodytes_vellerosus | Num gaps: 96500 | Missing taxon?: N | % Missing data: 99.6345014145002
Taxon: pan_troglodytes_verus | Num gaps: 89952 | Missing taxon?: N | % Missing data: 92.8738100646334
Taxon: papio_anubis | Num gaps: 11464 | Missing taxon?: N | % Missing data: 11.8363722716666
Taxon: papio_cynocephalus | Num gaps: 96311 | Missing taxon?: N | % Missing data: 99.439362339191
Taxon: papio_cynocephalus_ibeanus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: papio_hamadryas | Num gaps: 86593 | Missing taxon?: N | % Missing data: 89.4057034299048
Taxon: papio_kindae | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: papio_papio | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: papio_ursinus | Num gaps: 96621 | Missing taxon?: N | % Missing data: 99.7594317219733
Taxon: perodicticus_potto | Num gaps: 95234 | Missing taxon?: N | % Missing data: 98.3273793544923
Taxon: perodicticus_potto_edwarsi | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: perodicticus_potto_ibeanus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: phaner | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: piliocolobus_badius | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: piliocolobus_badius_temminckii | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: piliocolobus_foai | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: piliocolobus_gordonorum | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: piliocolobus_kirkii | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: piliocolobus_pennantii | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: piliocolobus_preussi | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: piliocolobus_rufomitratus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: piliocolobus_tephrosceles | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: piliocolobus_tholloni | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: pithecia_irrorata | Num gaps: 95200 | Missing taxon?: N | % Missing data: 98.2922749705743
Taxon: pithecia_monachus | Num gaps: 95638 | Missing taxon?: N | % Missing data: 98.7445020339893
Taxon: pithecia_pithecia | Num gaps: 87916 | Missing taxon?: N | % Missing data: 90.7716769570694
Taxon: pongo_abelii | Num gaps: 10155 | Missing taxon?: N | % Missing data: 10.4848534908212
Taxon: pongo_pygmaeus | Num gaps: 63952 | Missing taxon?: N | % Missing data: 66.0292811861152
Taxon: presbytis_chrysomelas | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: presbytis_comata_comata | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: presbytis_comata_fredericae | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: presbytis_frontata | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: presbytis_hosei_hosei | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: presbytis_melalophos | Num gaps: 94166 | Missing taxon?: N | % Missing data: 97.2246887067132
Taxon: presbytis_melalophos_bicolor | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: presbytis_melalophos_mitrata | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: presbytis_melalophos_sumatranus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: presbytis_potenziani_potenziani | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: presbytis_potenziani_siberu | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: presbytis_rubicunda_rubicunda | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: presbytis_thomasi | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: procolobus_verus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: prolemur_simus | Num gaps: 95987 | Missing taxon?: N | % Missing data: 99.1048382100894
Taxon: propithecus_coquereli | Num gaps: 96095 | Missing taxon?: N | % Missing data: 99.2163462531233
Taxon: propithecus_deckenii | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: propithecus_coronatus | Num gaps: 96394 | Missing taxon?: N | % Missing data: 99.5250583352262
Taxon: propithecus_diadema | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: propithecus_edwardsi | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: propithecus_perrieri | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: propithecus_tattersalli | Num gaps: 96106 | Missing taxon?: N | % Missing data: 99.2277035538026
Taxon: propithecus_verreauxi | Num gaps: 90580 | Missing taxon?: N | % Missing data: 93.5222086852376
Taxon: ptilocercus_lowii | Num gaps: 91908 | Missing taxon?: N | % Missing data: 94.8933446218019
Taxon: pygathrix_cinerea | Num gaps: 96487 | Missing taxon?: N | % Missing data: 99.6210791500609
Taxon: pygathrix_cinerea_1_rl_2012 | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: pygathrix_cinerea_2_rl_2012 | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: pygathrix_nemaeus | Num gaps: 90547 | Missing taxon?: N | % Missing data: 93.4881367831995
Taxon: pygathrix_nigripes | Num gaps: 94322 | Missing taxon?: N | % Missing data: 97.3857558799843
Taxon: rhinopithecus_avunculus | Num gaps: 95796 | Missing taxon?: N | % Missing data: 98.9076341710203
Taxon: rhinopithecus_bieti | Num gaps: 92557 | Missing taxon?: N | % Missing data: 95.5634253618849
Taxon: rhinopithecus_bieti_1_rl_2012 | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: rhinopithecus_bieti_2_rl_2012 | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: rhinopithecus_brelichi | Num gaps: 94322 | Missing taxon?: N | % Missing data: 97.3857558799843
Taxon: rhinopithecus_roxellana | Num gaps: 92474 | Missing taxon?: N | % Missing data: 95.4777293658496
Taxon: rhinopithecus_strykeri | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: rungwecebus_kipunji | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saguinus_bicolor | Num gaps: 96123 | Missing taxon?: N | % Missing data: 99.2452557457617
Taxon: saguinus_cruzlimai | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saguinus_fuscicollis_fuscicollis | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saguinus_fuscicollis_illigeri | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saguinus_fuscicollis_lagonotus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saguinus_fuscicollis_leucogenys | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saguinus_fuscicollis_nigrifrons | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saguinus_fuscicollis_weddelli | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saguinus_geoffroyi | Num gaps: 95306 | Missing taxon?: N | % Missing data: 98.4017180498482
Taxon: saguinus_graellsi | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saguinus_imperator | Num gaps: 95662 | Missing taxon?: N | % Missing data: 98.7692815991079
Taxon: saguinus_labiatus | Num gaps: 90910 | Missing taxon?: N | % Missing data: 93.8629277056188
Taxon: saguinus_leucopus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saguinus_martinsi | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saguinus_melanoleucus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saguinus_midas | Num gaps: 93335 | Missing taxon?: N | % Missing data: 96.3666962644806
Taxon: saguinus_mystax | Num gaps: 96407 | Missing taxon?: N | % Missing data: 99.5384805996655
Taxon: saguinus_niger | Num gaps: 96572 | Missing taxon?: N | % Missing data: 99.7088401098561
Taxon: saguinus_nigricollis_nigricollis | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saguinus_oedipus | Num gaps: 87891 | Missing taxon?: N | % Missing data: 90.7458649100708
Taxon: saguinus_tripartitus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saimiri_boliviensis | Num gaps: 88775 | Missing taxon?: N | % Missing data: 91.6585788919405
Taxon: saimiri_boliviensis_peruviensis | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saimiri_oerstedii_citrinellus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saimiri_oerstedii_oerstedii | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saimiri_sciureus_albigena | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saimiri_sciureus_cassiquiarensis | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saimiri_sciureus_collinsi | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saimiri_sciureus_macrodon | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: saimiri_sciureus_sciureus | Num gaps: 96465 | Missing taxon?: N | % Missing data: 99.5983645487022
Taxon: saimiri_ustus | Num gaps: 96518 | Missing taxon?: N | % Missing data: 99.6530860883392
Taxon: saimiri_vanzolinii | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: sapajus_apella | Num gaps: 90812 | Missing taxon?: N | % Missing data: 93.7617444813844
Taxon: sapajus_macrocephalus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: sapajus_cay | Num gaps: 96494 | Missing taxon?: N | % Missing data: 99.6283065232205
Taxon: sapajus_flavius | Num gaps: 96494 | Missing taxon?: N | % Missing data: 99.6283065232205
Taxon: sapajus_libidinosus | Num gaps: 96508 | Missing taxon?: N | % Missing data: 99.6427612695397
Taxon: sapajus_nigritus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: sapajus_robustus | Num gaps: 96357 | Missing taxon?: N | % Missing data: 99.4868565056683
Taxon: sapajus_xanthosternos | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: semnopithecus_entellus | Num gaps: 91631 | Missing taxon?: N | % Missing data: 94.6073471410577
Taxon: simias_concolor | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: symphalangus_syndactylus | Num gaps: 75963 | Missing taxon?: N | % Missing data: 78.4304210461106
Taxon: tarsius_bancanus | Num gaps: 94162 | Missing taxon?: N | % Missing data: 97.2205587791934
Taxon: tarsius_dentatus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: tarsius_lariang | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: tarsius_sangirensis | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: tarsius_syrichta | Num gaps: 34037 | Missing taxon?: N | % Missing data: 35.1425857476201
Taxon: tarsius_tarsier | Num gaps: 96454 | Missing taxon?: N | % Missing data: 99.5870072480228
Taxon: tarsius_wallacei | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: theropithecus_gelada | Num gaps: 91128 | Missing taxon?: N | % Missing data: 94.0880087554463
Taxon: trachypithecus_auratus | Num gaps: 96049 | Missing taxon?: N | % Missing data: 99.1688520866459
Taxon: trachypithecus_cristatus | Num gaps: 94776 | Missing taxon?: N | % Missing data: 97.8545026534784
Taxon: trachypithecus_delacouri | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: trachypithecus_francoisi | Num gaps: 77906 | Missing taxon?: N | % Missing data: 80.4365333388399
Taxon: trachypithecus_geei | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: trachypithecus_germaini | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: trachypithecus_hatinhensis | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: trachypithecus_johnii | Num gaps: 96351 | Missing taxon?: N | % Missing data: 99.4806616143887
Taxon: trachypithecus_obscurus | Num gaps: 94289 | Missing taxon?: N | % Missing data: 97.3516839779462
Taxon: trachypithecus_phayrei | Num gaps: 95067 | Missing taxon?: N | % Missing data: 98.1549548805419
Taxon: trachypithecus_phayrei_crepuscula | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: trachypithecus_phayrei_holotephreus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: trachypithecus_phayrei_shanicus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: trachypithecus_pileatus | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: trachypithecus_poliocephalus | Num gaps: 96466 | Missing taxon?: N | % Missing data: 99.5993970305821
Taxon: trachypithecus_shortridgei | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: trachypithecus_vetulus | Num gaps: 93793 | Missing taxon?: N | % Missing data: 96.8395729654945
Taxon: tupaia_belangeri | Num gaps: 29470 | Missing taxon?: N | % Missing data: 30.4272410019204
Taxon: tupaia_chinensis | Num gaps: 95374 | Missing taxon?: N | % Missing data: 98.4719268176843
Taxon: tupaia_chrysogaster | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: tupaia_dorsalis | Num gaps: 96372 | Missing taxon?: N | % Missing data: 99.5023437338675
Taxon: tupaia_glis | Num gaps: 92604 | Missing taxon?: N | % Missing data: 95.6119520102422
Taxon: tupaia_gracilis | Num gaps: 96375 | Missing taxon?: N | % Missing data: 99.5054411795073
Taxon: tupaia_javanica | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: tupaia_longipes | Num gaps: 96379 | Missing taxon?: N | % Missing data: 99.5095711070271
Taxon: tupaia_minor | Num gaps: 91369 | Missing taxon?: N | % Missing data: 94.3368368885126
Taxon: tupaia_moellendorffi | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: tupaia_montana | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: tupaia_nicobarica | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: tupaia_palawanensis | Num gaps: 96372 | Missing taxon?: N | % Missing data: 99.5023437338675
Taxon: tupaia_picta | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: tupaia_salatana | Num gaps: 96854 | Missing taxon?: Y | % Missing data: 100
Taxon: tupaia_splendidula | Num gaps: 96373 | Missing taxon?: N | % Missing data: 99.5033762157474
Taxon: tupaia_tana | Num gaps: 94375 | Missing taxon?: N | % Missing data: 97.4404774196213
Taxon: urogale_everetti | Num gaps: 96166 | Missing taxon?: N | % Missing data: 99.2896524665992
Taxon: varecia_rubra | Num gaps: 94966 | Missing taxon?: N | % Missing data: 98.0506742106676
Taxon: varecia_variegata_variegata | Num gaps: 95241 | Missing taxon?: N | % Missing data: 98.3346067276519
Taxon: ornithorhynchus_anatinus | Num gaps: 44506 | Missing taxon?: N | % Missing data: 45.9516385487435
Taxon: zaglossus_bruijni | Num gaps: 96460 | Missing taxon?: N | % Missing data: 99.5932021393024
Taxon: tachyglossus_aculeatus | Num gaps: 92829 | Missing taxon?: N | % Missing data: 95.8442604332294

Number of missing taxa = 233
Number of present taxa = 253
Total number of taxa = 486

Eq: num_gaps / ( num_taxa * len_aln ) --> (22566982+22629371)/((233+253)*96854)
Avg missing data before removing missing taxa = 0.960173158683287 = 96.0173158683287%
Eq: num_gaps / ( num_taxa * len_aln ) --> 22629371/(253*96854)
Avg missing data after removing missing taxa = 0.923494684269082 = 92.3494684269082%

